,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
4210,68.06,59.6,42.26,116.5,61.96,22.25,24.84,63.36,211.1,81.98,39.12,68.71,66.44,48.96,37.72,115.4,107.6,77.05
283876,5.614,6.329,3.741,8.371,4.718,1.063,2.805,6.147,12.5,4.386,4.347,4.828,7.046,3.072,2.749,7.869,7.339,4.614
10127,3.927,6.909,5.992,6.182,6.987,4.532,3.888,5.728,8.91,3.441,2.585,3.256,6.033,3.089,2.759,3.505,7.099,5.96
91151,1.44,1.655,1.039,1.319,0.6738,0.7422,0.9232,0.6788,2.138,1.3,0.5544,1.209,1.036,0.5647,0.2969,0.6552,1.556,0.7783
7627,1.761,2.961,2.411,2.023,2.307,1.087,1.203,2.165,4.391,2.022,0.9063,1.613,2.614,1.223,0.6293,1.678,3.269,2.215
4993,0,0.1192,0,0.07069,0.1876,0.2082,0,0.1092,0,0.07129,0,0.03942,0,0.2096,0,0,0.2299,0
105371059,1.235,0.878,1.082,1.202,1.134,0.708,0.9414,1.485,3.095,0.9697,0.6064,0.8043,1.214,0.8315,0.2256,0.5513,1.39,0.9223
100463285,0.2286,0,0,0.1186,0,0,0.06335,0,0.08486,0.05982,0.03741,0,0.3495,0.1319,0,0,0,0.2101
54925,3.08,3.713,3.579,4.239,4.105,2.092,2.845,4.791,7.217,3.678,1.792,2.879,4.465,2.106,1.6,3.32,5.16,3.942
7727,1.495,2.332,2.379,3.129,3.064,1.295,1.892,3.115,4.624,2.216,1.256,1.543,2.829,1.437,1.354,2.313,3.391,2.93
146434,0.6694,0.94,1.003,1.152,1.439,0.2477,0.9763,1.525,2.799,0.7559,0.5995,0.5301,1.339,0.4201,0.3911,0.6447,1.328,0.7932
79903,18.32,20.6,21.61,24.08,24.72,14.42,13.23,29.03,40.34,22.25,11.41,14.02,25.71,11.24,13.49,24.67,27.19,23.78
102465134,29.3,23.73,23.77,31.54,44.83,35.82,18.04,43.49,53.18,34.08,14.92,18.21,32.23,19.2,27.9,38.75,36.63,34.9
646174,0,0.1074,0,0,0,0,0.136,0.2951,0.3645,0.06423,0.1205,0.03551,0.05361,0,0.03585,0,0,0.1692
23059,1.047,1.992,2.853,2.032,1.839,1.768,1.413,1.642,2.874,1.43,0.9985,0.7511,2.526,0.9984,0.4124,0.3455,1.486,2.762
197358,7.715,17.4,14.66,13.54,14.01,9.33,10.59,18.66,32.1,8.116,5.932,7.91,18.31,6.733,5.152,6.146,19.61,12.7
101929732,1.968,3.393,3.073,3.759,3.036,1.447,3.224,2.697,9.231,1.731,1.306,1.865,4.758,1.711,0.8331,1.527,5.165,2.856
105371060,0.1095,0.1597,0.128,0.1137,0.1341,0.1339,0.04048,0.2926,0.3796,0.1529,0.0478,0.1268,0.0957,0.08427,0.192,0.1304,0.2054,0.1678
84464,1.109,2.161,2.001,2.447,1.916,1.322,1.147,2.674,4.263,2.097,0.8357,1.257,2.736,1.068,1.269,1.922,2.8,2.278
1773,3.3,3.901,2.214,4.279,4.448,1.248,2.34,3.717,5.974,2.323,2.076,2.633,4.216,1.898,1.419,2.84,4.125,3.087
10131,8.235,12.04,12.03,12.75,13.06,7.952,7.326,14.08,19,6.542,6.026,7.162,13.58,6.887,4.91,6.861,15.16,11.64
1387,10.58,16.29,12.41,30.09,15.12,9.24,16.06,20.6,60.3,20,10.25,13.59,21.51,12.08,10.95,26.79,23.81,17.58
102724927,0.06929,0.06061,0.06071,0.07191,0.1272,0,0,0.1111,0.7202,0,0.04535,0,0,0.0533,0.04048,0,0,0.06367
115,0.9934,1.935,1.938,2.676,1.585,1.316,1.757,2.767,5.532,1.386,1.06,1.157,3.1,0.7642,1.361,1.362,2.288,2.152
105371062,0,0,0,0,0,0.1491,0,0,0,0,0,0,0,0,0,0,0,0
6345,0,0.01381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100507501,0.323,0.6863,0.6874,0.7184,0.8896,0.9309,0.7929,0.8136,1.233,0.7245,0.7551,0.1602,0.6854,0.497,0.3775,0.1236,0.8307,1.442
105371063,0,0.3611,0.3617,0,0,0,0,0,0,0,0,0,0.3606,0,0,0,0,0.3793
7023,1.483,3.077,2.991,3.579,3.26,1.223,2.293,4.532,4.403,1.732,1.49,1.597,3.223,1.936,1.511,2.185,3.724,3.105
84662,0.4482,0.3174,0.4114,0.9969,0.2743,0.1435,0.1538,0.5474,0.9825,0.4021,0.3772,0.3335,0.3357,0.1149,0.5612,1.353,0.7684,0.2354
101926896,0.269,0,0.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100529144,17.75,24.71,22.92,34.85,29.89,8.768,11.02,30.65,49.34,24.84,14.24,19.35,25.91,14.89,18.7,36.5,30.56,26.28
51025,5.618,5.231,4.604,5.642,4.491,2.548,3.013,4.647,9.149,4.173,2.491,3.985,5.066,2.509,3.494,6.955,6.524,3.33
79585,25,32.57,31.3,45.97,40.24,13.47,14.73,37.32,65.06,32.66,20.01,24.73,34.98,19.92,25.14,48.02,40.55,33.46
114990,0.9947,0.9001,1.142,2.207,1.133,0.04194,0.5893,0.9895,2.699,1.4,0.651,0.5955,1.079,0.6596,0.9419,1.041,1.852,1.072
9093,6.048,8.501,9.862,9.106,7.477,5.748,5.87,10.93,15.42,4.83,4.256,5.908,10.75,4.464,2.859,6.428,10.66,10.54
57407,5.347,8.658,10.3,9.209,9.364,6.653,5.401,10.82,16.95,6.589,4.741,5.399,11.4,4.522,5.96,8.157,13.87,10.04
3163,11.11,16.72,13.43,14.96,18.93,10.05,9.075,19.48,22.91,11.41,8.308,8.402,16.72,8.025,7.496,11.96,21.31,12.91
29965,7.422,15.63,13.43,17.83,17.13,12.94,11.62,20.05,24.44,10.61,9.265,6.96,14.74,7.877,9.978,14.97,15.85,10.36
342346,0.02244,0.03926,0.05899,0.06987,0.1236,0.01372,0.01244,0.07194,0.1333,0.04698,0.02938,0.02598,0.1568,0.01726,0,0.1803,0.1515,0.04124
124402,17.22,18.82,17.12,25.68,25.49,18.39,13.67,25.35,27.56,16.04,12.1,11.55,18.98,9.734,15.81,25.91,23.96,14.79
23295,16.39,16.63,15.43,24.32,21.17,11.47,9.778,19.98,38.72,27,8.509,13.13,15.56,10.37,11.43,25.54,25.62,13.33
102466731,0,0,1.159,1.373,0,0,0,2.121,11.79,2.77,0.866,0,0,0,0.7731,11.81,0,0
84309,7.705,8.434,7.791,10.33,10.5,5.618,4.223,9.902,14.72,8.493,4.941,5.834,7.843,4.665,5.658,12.43,11.15,7.015
124401,0.8593,1.869,2.421,1.976,2.281,1.249,0.9138,1.898,2.345,0.8264,0.7144,1.317,1.765,1.251,0.9363,1.43,2.378,1.814
146562,0.06636,0.2032,0.02907,0.1722,0.1218,0,0.1839,0.1064,0.5419,0.1389,0.152,0.03841,0.2319,0.2552,0,0,0.07466,0.2439
26048,1.416,2.057,1.94,2.826,2.386,0.9247,1.204,2.424,3.798,1.41,0.99,1.297,2.799,1.026,1.077,1.792,3.094,1.756
124404,0,0,0,0,0,0,0,0,0,0,0.02761,0,0.07369,0,0.07393,0,0,0
440335,0.1548,0,0.3391,0,0,0.3312,0.1287,0,0.1149,0,0.05065,0.08958,0,0.1191,0.04522,0,0,0.07112
79641,14.47,13.23,22.14,23.15,16.4,18.93,15.07,14.76,16.2,17.96,8.611,16.31,22.46,8.012,14.67,16.54,16.71,25.69
84656,16.24,17.88,18.86,26.36,19.84,11.42,13.36,22.19,38.94,19.04,9.53,13.91,20.41,10.78,10.57,24.39,26.44,22.2
29855,20.84,23.46,13.69,40.93,21.28,9.239,13.74,24.91,68.26,34.8,12.85,18.5,24.63,16.61,15.12,41.59,36.91,21.92
5493,1.385,1.91,0.6728,2.266,1.424,0.5615,0.8595,0.8929,4.315,1.97,0.7785,1.342,1.789,1.367,0.5542,2.621,2.1,1.425
105371064,0.04848,0.05654,0.07079,0.1677,0.1187,0,0.08061,0.0259,0.2639,0.1522,0.03173,0.1216,0.05647,0,0.04721,0.2019,0.0909,0.0891
9717,0.0734,0.0899,0.3216,0.6399,0.1078,0.08077,0.2929,0.6824,0.6104,0.1229,0.5477,0.2464,0.59,0.2372,0.2659,0.2097,0.3303,0.4722
51172,5.217,7.047,11.59,9.097,7.395,6.991,4.233,10.04,12.71,5.417,3.825,5.17,8.569,3.66,5.682,6.222,10,8.975
100507589,0.2342,0,0.2052,0.1621,0.07167,0.2387,0.1298,0.1251,0.2319,0.1634,0.3066,0.1808,0.2046,0.2403,0.1825,0.2788,0.4392,0.1435
146556,0,0.0376,0,0,0,0,0,0,0.1277,0,0,0.04976,0.1127,0.06613,0.02512,0,0.1451,0.079
56052,2.523,3.168,4.156,4.049,3.088,3.628,2.15,4.381,6.106,2.421,1.911,1.907,4.756,1.492,2.034,3.337,4.153,3.671
196483,2.747,3.385,3.255,2.972,3.481,3.359,2.595,2.853,4.539,1.863,1.494,2.016,3.921,0.9526,2.035,2.107,3.918,3.307
107984828,0,0,0.04895,0,0,0,0.06192,0,0,0,0,0,0,0,0,0,0,0
105371067,0,0,0,0,0,0,0,0.1755,0,0,0,0,0.09567,0,0,0,0,0
105371066,0,0.09234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54715,0.01488,0.01302,0,0.007722,0.006829,0.009096,0,0.01192,0,0.007787,0,0.008612,0.039,0.01145,0.004347,0,0.00837,0.006837
101926950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102465867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371070,0,0,0,0,0,0,0.109,0,0.2921,0,0,0,0,0,0,0,0,0
105371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79091,2.223,1.928,1.491,2.705,2.133,1.381,0.877,2.214,3.667,1.943,0.886,1.588,2.046,0.9639,0.6306,1.584,2.5,2.093
18,4.055,5.123,2.374,6.936,6.76,1.458,3.659,7.592,11.88,2.394,3.015,3.248,5.159,2.97,2.322,5.3,6.625,4.383
107984840,0,0,0,0,0,0,0,0.3767,0,0,0,0,0,0,0.5492,0,0,0
25880,2.416,2.701,4.117,2.508,3.204,1.682,2.009,4.088,4.385,2.037,2.197,2.253,4.281,0.8261,1.294,1.857,3.851,3.084
5373,4.637,7.821,8.748,9.799,6.021,6.589,4.098,8.169,11.97,6.165,4.949,5.948,7.226,5.913,4.027,6.041,8.977,7.87
100130283,6.899,6.858,7.785,12.04,7.004,7.86,3.244,9.382,13.19,7.658,7.184,6.473,7.488,6.272,5.008,10.26,11.52,7.108
23589,6.253,7.073,7.833,12.63,8.565,6.093,4.833,9.005,12.04,6.289,6.235,6.461,8.792,5.731,5.238,11.14,13.8,7.071
101929989,0.05507,0,0,0,0.2022,0.101,0,0,0.08177,0,0,0,0.04811,0,0,0,0.06195,0
7874,7.073,13.73,18.1,18.11,13.22,8.357,10.29,16.54,37.57,16.15,6.708,9.424,17.98,7.906,6.3,12.37,20.46,16.45
105371074,0.634,0,0.1852,0.2193,0.3233,0.4307,0.9761,0.1129,0.4184,0.3687,0.1383,0.2039,0.4308,0.1626,0.08232,0,0.317,0.3884
29035,21.04,14.65,11.42,22.87,15.42,5.235,6.358,17,40.54,20.03,8.717,14.33,15.31,8.13,5.449,15.77,20.92,15.55
101927026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927009,0,0,0,0,0,0,0,0,0,0,0,0.01055,0,0,0,0,0,0.01675
104355218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104266959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,0.006193,0.005418,0.005426,0,0,0,0,0,0,0,0,0,0.01082,0,0,0,0,0
105371077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984900,0,0,0,0,0,0,0.1659,0,0,0,0,0,0,0,0,0,0,0
105371078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80063,0.687,1.617,1.834,1.494,1.066,0.6499,1.233,2.15,3.084,1.027,0.8029,1.638,2.172,1.296,0.4014,1.051,1.73,1.698
107984877,0.2853,0,0,0.7403,0.5238,0,0,1.143,0.6355,0.1493,0.1868,0,0.2493,0,0,0,0,0.1311
106144584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0.01607,0,0,0,0,0,0,0.05454,0.01922,0,0,0.01604,0,0,0,0,0
146279,0,0,0,0.06277,0.05552,0,0.03352,0.4847,0.0898,0.0633,0,0.035,0,0,0.03534,0,0,0.05558
105371079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,5.756,6.846,7.388,7.912,6.488,7.006,3.246,9.549,12.44,4.809,3.866,4.354,6.705,2.796,4.897,4.777,11.08,8.769
780776,0.9394,1.219,1.056,1.365,1.322,1.005,0.538,1.179,2.023,0.8194,0.5739,0.7702,1.313,0.3975,0.5946,0.6848,1.832,1.597
105371080,0.1375,0.2646,0.265,0.799,0.2524,0.06723,0.3048,0.2203,0.9798,0.2302,0.05398,0.3978,0.6005,0.1692,0.1446,0.07362,0.5258,0.859
4261,10.35,9.692,10.33,17.62,9.702,4.529,8.326,21.13,26.06,6.142,5.307,10.51,13.51,5.965,4.786,8.614,22.17,18.82
112267907,0.5609,0.4907,0.344,1.397,0.1545,0,0.6217,0.899,1.499,0.4696,0.2937,0.8765,0.686,0.3452,0.2294,0.751,1.514,0.7731
28955,7.756,9.424,8.468,11.44,10.17,3.763,6.278,15.49,17.28,4.703,4.633,7.446,11.13,4.735,4.748,7.747,16.69,10.92
23274,1.606,2.382,2.239,3.297,2.243,1.767,2.182,2.977,5.598,2.207,1.27,1.596,2.928,1.273,1.33,2.786,3.236,2.586
105371081,0.0458,0.1602,0.1605,0.5704,0,0,0.4061,0,0.34,0.09587,0.1199,0.212,0.2801,0.1409,0.05352,0.08176,0.2061,0.1263
107984859,0.0975,0.2559,0.598,0.1686,0.4773,0.1987,0.3062,0,0.3378,0.3742,0.1276,0.1881,0.3691,0.325,0.03798,0.05802,0.4753,0.1493
105371082,0.538,0.2601,0.3722,0.2645,0.4289,0.2943,0.1412,0.2723,2.081,0.6668,0.1019,0.59,1.163,0.3594,0.05791,0.2148,0.7168,2.069
8651,7.069,3.266,3.549,2.308,7.364,4.953,2.817,3.819,7.666,3.076,1.716,10.76,9.854,1.711,4.966,5.884,3.038,10.44
7142,0,0,0.4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1434
58531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2224
100313773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371083,0,0,0.2367,0.1402,0,0,0.2246,0,0,0,0,0.1564,0,0,0,0,0.152,0.6207
116028,0.9985,0.3494,0.2916,0.7599,1.344,0,0.6641,1.387,1.186,0.3484,0.2178,0.8861,1.686,0.7681,0.1556,0.5942,1.498,3.242
400499,4.52,4.157,2.42,6.344,4.004,3.139,2.387,5.765,22.06,6.884,2.775,7.25,6.577,3.703,2.401,8.666,13.77,7.942
101927131,0.3389,0.4447,0.2969,0.9233,0.1944,0.1036,0.2583,0.4753,3.648,0.6207,0.2218,0.8091,0.8142,0.3585,0.1733,1.361,2.335,0.7396
9516,425.3,249.5,153.5,426.4,320.1,163.4,120.2,340.6,669.9,356.8,159.4,256.6,235.5,161.7,161.2,454.2,446.8,256.4
107984880,1.365,0.7963,0.2393,1.89,0.4178,0.2226,0.5045,0.5836,3.379,0.4764,0.1787,1.317,1.113,0.4902,0.3723,1.219,1.741,0.8365
8303,63.53,49.75,39.56,71.18,56.9,19.28,18.29,50.73,78.72,52.99,27.01,33.74,44.94,28.54,27.08,62.48,54.49,43.55
51061,10.82,13.54,13.48,19.81,11.75,10.08,8.336,14.5,23.76,13.12,6.055,8.957,13.57,5.931,7.139,13.84,18.33,19.81
29066,4.355,7.388,9.468,10.69,7.398,4.23,5.301,8.22,19.49,7.434,3.849,5.583,9.174,3.585,3.139,6.267,8.723,9.033
400500,0,0,0,0,0,0,0.2037,0,0,0,0,0,0,0,0,0.328,0,0
26156,8.416,12.49,11.43,10.41,11.73,6.046,6.819,13.15,17.45,7.47,6.124,7.83,12.52,5.586,4.129,6.402,13.96,13.38
105371084,2.722,2.818,5.304,4.035,2.141,1.901,1.601,2.76,4.206,6.22,1.854,2.893,4.076,1.837,1.882,1.339,2.812,3.981
2935,10.87,14.7,25.47,16.95,13.46,15.59,15.3,14.31,21.75,28.59,9.889,14.31,18.75,11.54,8.697,10.97,16.17,19.61
112268177,0.1318,0.5187,0.3464,0.6154,0.4838,0.1208,0.2739,0.3168,0.6848,0.2414,0.1509,0.2479,0.5756,0.2787,0.1347,0.3822,0.5189,0.3935
729978,0.5856,0.7685,0.8289,1.543,0.765,1.033,1.823,1.372,2.776,0.8487,0.4275,0.5215,1.574,0.2772,0.487,1.267,2.053,0.9729
608,1.951,1.991,0.4749,2.925,0.9951,0.8615,0.5407,1.042,0.3219,2.496,0.7804,1.568,1.231,1.084,0.9501,0.2903,3.171,4.184
92017,0.9059,1.788,2.183,2.268,1.194,1.079,2.391,3.36,5.255,1.389,0.8859,0.9571,2.843,0.7819,0.8032,1.377,2.447,2.391
642696,0,0.1627,0.163,0.193,0,0,0,0.1987,0.6444,0.06489,0.1623,0.1794,0.05416,0.1908,0.03622,0,0.6974,0.05697
101927227,0.1779,0.1556,0.3117,0.5538,0,0,0,0,0.2641,0.1862,0,0.4118,0.3108,0.2737,0,0,1.001,0
105371087,0.1099,0.1603,0,0,0.1345,0,0,0.3524,0.1088,0.03835,0,0.04241,0.06402,0.05637,0.02141,0,0.04122,0.03367
105371085,0.05225,0.1463,0.04578,0.07592,0.05756,0.07028,0.1332,0.067,0.1397,0.08751,0.02052,0.06048,0.05478,0.008039,0.04885,0.1586,0.07054,0.05762
105371088,1.369,1.198,1.854,1.421,3.199,0.5326,1.863,0.798,3.696,1.824,0.8146,0.2881,1.522,1.149,0.2909,2.111,5.041,0.4575
55313,59.92,53.23,36.77,103.2,62.98,27.93,27.08,78.37,173.3,67.6,35.04,40.48,47.87,43.02,31.58,74.32,108.3,48.26
100616195,0,0,0,7.862,0,0,0,0,2.812,0,0,2.192,0,0,0,0,0,0
105371090,0.9059,0.5283,0.3024,2.865,1.069,0.05274,0.7412,2.143,6.662,1.445,0.2823,0.9487,1.281,0.7964,0.4789,1.309,3.252,0.991
105371089,0.1543,2.294,0.4056,3.523,0.7081,0.7546,0.5986,1.484,5.04,0.8074,0.101,1.607,2.157,1.543,1.172,0.8263,3.124,0.5671
729993,0,0,0,0,0,0,0,0,0,0,0,0,0.006722,0,0,0,0,0
105371092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,0.5376,1.199,1.178,1.144,1.32,0.3533,0.7971,1.25,2.894,0.8159,0.5894,0.5679,1.339,0.5687,0.2749,0.3359,1.255,1.593
101927311,0.1261,0,0,0,0,1.002,0,0.4042,0,0.132,0.08253,0,0.3305,0,0,0.1125,0.1419,0.3476
101927348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57496,0.1937,0.409,0.369,0.2317,0.1894,0.2189,0.4085,0.27,0.5816,0.194,0.113,0.1341,0.4305,0.1426,0.09598,0.06015,0.4312,0.3406
100189086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100129781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2178
574455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100126355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105447648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,3.223,5.44,6.163,5.667,5.796,3.999,3.773,6.504,11.46,4.763,2.767,3.501,6.891,2.888,2.77,3.909,6.442,6.621
105371094,0,0,0,0.05499,0,0,0.05873,0,0,0,0,0,0.04629,0.04076,0.06191,0,0,0.1461
107984865,0,0.05925,0.03956,0.02343,0.04145,0,0,0,0.2682,0.09452,0.07388,0.0784,0.09862,0.0521,0.01319,0,0.1016,0.1452
51283,7.349,8.72,10.67,10.11,9.884,6.074,5.472,9.986,15.18,9.23,5.395,6.694,8.932,5.063,3.286,6.074,11.57,10.28
8399,0,0.1547,0.05163,0.1835,0.1623,0.5043,0,0.2834,0.0875,0,0.03857,0.03411,0.1544,0.09066,0.03443,0,0.0663,0.05415
105371095,0,0,0.09159,0,0,0,0,0,0.07761,0.0547,0,0,0,0,0,0,0,0
642778,0.5839,1.006,1.116,1.138,0.9745,0.8437,1.03,1.163,1.708,0.6667,0.3937,0.5837,1.175,0.4355,0.4032,0.7107,1.592,0.7967
100652777,0,0.07047,0.07058,0.0836,0.07394,0,0.08929,0.1291,0.2392,0,0.05272,0,0.07038,0,0,0.0719,0.1813,0.07403
105376747,0,0,0,0,0,0,0,0,0.08407,0.05926,0,0,0,0,0,0,0,0
642799,0.6027,1.07,1.211,1.141,1.139,0.8452,1.11,1.051,2.027,0.6864,0.4293,0.5847,1.301,0.45,0.4557,0.617,1.795,0.8307
105376749,0.1563,0,0,0.1622,0,0,0.08662,0.2505,0.2321,0,0.1023,0,0,0,0.09132,0,0.3517,0
730013,0.8151,0.713,0.119,0.9869,1.247,0,0.4517,0.2177,1.21,0.2844,0.2667,0.4717,0.356,0.418,0.2381,0.97,1.07,0.3745
23420,5.264,8.798,7.733,10.53,7.032,4.984,7.089,8.975,21.59,7.151,4.413,4.563,10.25,4.446,4.515,8.637,10.71,10.11
101927469,0,0.0814,0.3261,0.2897,0.1708,0.2275,0,0,0.1382,0.1948,0.0609,0.1077,0.1626,0.2147,0.05437,0.5814,0.1047,0
100422960,0,0,0,0,0,0,0,0,1.707,0,0.7526,0,1.005,0.8845,0.6718,2.053,0,0
100500910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100422870,0,0,0,0,0,0.6281,0,0,0,0,0,0,0,0,0,0,0,0
109951030,2.741,4.509,4.355,5.349,3.948,2.606,2.864,5.991,8.821,2.608,1.931,3.089,5.671,2.532,2.13,3.664,6.979,4.122
100288162,0.8976,2.277,1.494,2.422,1.318,0.878,0.6965,2.158,4.132,1.221,0.6463,0.8832,2.274,0.9667,1.101,1.522,2.828,1.897
102466268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102465461,0,0,0,0,0,0,0,0,0,0,0,0.9317,0,0,0,0,0,0
9284,2.228,3.897,4.45,4.069,4.171,5.011,2.963,5.141,5.954,2.052,2.041,2.939,4.126,2.125,1.562,3.579,5.714,2.702
23042,2.65,4.912,7.109,6.457,5.305,3.633,3.133,6.735,10.53,4.768,2.792,3.637,5.898,2.669,2.588,4.9,6.545,4.708
100302243,0,0,0,0,3.454,0,0,0,0,0,0,0,0,0,0.7329,0,0,0
123803,6.795,6.944,10.07,7.974,9.734,7.492,6.124,9.567,13.3,7.045,6.484,6.579,7.545,5.08,4.044,3.628,11.64,7.644
54700,3.603,6.415,8.552,6.205,6.004,4.499,4.362,7.863,12.67,4.52,2.458,3.889,8.594,3.027,1.642,2.554,7.014,7.584
100505915,0.1487,0.5203,0.456,0.4244,0.273,0.25,0.1854,0.2979,0.7176,0.2724,0.146,0.2797,0.4222,0.143,0.1086,0.2323,0.4183,0.3075
105369154,2.596,5.008,6.066,5.699,4.949,2.93,2.767,6.028,8.945,3.518,1.83,3.332,4.943,2.586,2.334,3.416,6.702,4.068
102465985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100500852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107987241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371103,0,0.1447,0.1449,0.1716,0,0,0.09166,0.2651,0.2456,0,0.2165,0,0.1445,0,0,0,0.1861,0
100288332,1.472,2.488,2.697,3.229,2.61,1.779,4.19,3.003,4.123,1.576,0.9635,1.375,4.209,0.875,1.388,1.881,4.065,3.228
255027,0.03117,0.0409,0.01366,0.0647,0.08584,0,0.008638,0.02498,0.09257,0.06525,0.0102,0.08118,0.09531,0,0.03643,0.2643,0.03507,0.08594
89927,0.9998,2.776,1.447,2.211,2.155,0.6377,1.253,1.184,3.292,1.365,0.7966,1.031,1.367,1.137,0.508,1.048,3.032,0.9986
105371102,0,0,0.1358,0,0,0,0,0,0,0.1623,0,0,0.1354,0,0,0,0.3488,0.4274
9665,15.34,22.4,22.84,35.93,20,12.2,20.8,28.65,69.56,27.75,18.41,20.82,28.98,22.29,10.5,26.7,30.2,25.05
102465252,14.63,6.401,7.693,21.26,9.403,0,23.52,9.382,39.11,9.19,10.54,12.7,17.9,9.006,7.696,14.37,14.82,9.414
54820,11.54,13.31,9.355,25.73,15.51,7.166,9.166,18.39,36.48,12.32,9.032,9.625,14.43,9.812,10.24,20.4,23.67,12.07
619553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,2.544,3.04,2.655,5.337,3.1,2.354,1.857,3.364,8.276,4.001,2.274,2.598,3.169,2.737,1.575,4.739,4.816,2.388
123811,3.677,6.433,7.947,4.071,5.326,2.198,4.28,6.876,10.74,5.773,2.3,3.807,5.39,2.954,0.7878,2.917,7.217,5.444
107984869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,5.875,8.647,8.299,12.06,10.57,3.461,6.682,9.929,24.81,5.647,4.735,5.343,10.6,4.151,4.647,8.585,10.66,7.664
368,1.192,1.187,0.6399,1.686,1.327,0.5558,0.347,1.123,1.948,0.9048,0.439,0.6556,1.068,0.4472,0.5748,0.9712,1.861,0.5342
105371100,10.21,8.848,2.555,9.457,13.88,0.1114,1.212,5.258,10.42,3.815,3.161,2.426,3.264,2.453,2.768,9.353,8.201,2.345
408050,4.315,7.1,5.799,9.026,6.198,3.226,5.365,7.812,20.02,5.242,3.966,4.801,8.418,4.833,3.579,7.025,9.936,8.67
105371099,0.467,0.6314,0.558,0.7491,0.6235,0.5191,0.2824,0.4763,1.261,0.4444,0.3057,0.344,0.5934,0.3919,0.3225,0.9095,0.7165,0.4682
100422886,0,0,0,0,0,0,0,0,1.707,0,0.7526,0,1.005,0.8845,0.6718,2.053,0,0
100846994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100422956,0,0,0,0,0,0.671,0,0,0,0,0,0,0,0,0,0,0,0
339044,2.777,5.06,4.772,6.529,4.352,3.395,4.711,7.058,10.82,3.083,2.541,3.65,7.037,2.986,2.609,3.848,8.648,5.71
