,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
SLED1,1.543,0.45,0.4507,0.4004,0.8264,0,0.1426,0.4123,1.91,2.019,0.5892,0.6699,0.6741,0.1979,0.2254,0.9184,1.302,0.8273
SLF1,0.7601,0.6087,0.6332,0.5555,0.4668,0.3436,0.267,0.5748,1.359,0.8292,0.3328,0.4492,0.7342,0.1976,0.1251,0.4109,0.7889,0.4132
SLF2,1.423,2.535,2.501,2.712,2.478,1.323,1.453,2.737,7.171,2.23,1.281,1.637,2.697,1.3,0.7004,1.047,3.25,2.948
SLFN11,4.817,6.105,7.671,8.448,5.051,2.955,4.609,6.678,15.45,8.593,2.75,4.039,9.43,2.448,2.722,5.508,8.604,10.55
SLFN12,1.588,1.405,3.048,2.796,1.883,1.134,1.374,2.516,6.649,4.593,0.4087,1.063,2.665,0.4254,0.5316,1.274,2.208,2.082
SLFN12L,4.716,7.223,4.267,5.074,3.922,2.612,2.934,4.257,12.32,3.123,2.028,2.362,5.112,2.028,0.8435,1.666,5.565,3.007
SLFN13,1.931,3.379,2.827,3.222,3.971,2.476,2.131,4.231,8.965,2.601,1.808,1.665,4.506,1.191,1.404,2.182,4.657,2.418
SLFN14,0.2117,0.5904,0.5681,0.5631,0.2308,0.09707,0.3594,0.4878,0.9628,0.374,0.4937,0.3753,0.6358,0.4581,0.1856,0.2244,0.3424,0.377
SLFN5,8.181,16.11,10.05,9.402,11.5,4.923,10.28,9.621,26.62,7.815,5.276,5.778,17.36,5.385,2.513,3.725,8.524,15.23
SLFNL1,0.2176,0.4831,0.2346,0.2779,0.1383,0.133,0.08348,0.2146,0.4722,0.2102,0.1314,0.1647,0.2924,0.1674,0.03912,0.07469,0.4142,0.2153
SLFNL1-AS1,0.161,0.5809,0.2468,0.3968,0.3879,0.0492,0.223,0.4193,0.8964,0.2106,0.05268,0.2911,0.3516,0.2477,0.1411,0.1616,0.6565,0.3883
SLIRP,2.166,1.737,1.74,2.061,2.817,7.505,2.101,6.077,4.557,1.323,1.182,2.299,2.997,1.667,0.8439,0.1611,3.453,3.982
SLIT1,0.1092,0.2122,0.06376,0.2391,0.1336,0.1483,0.06722,0.05832,0.3061,0.1015,0.0635,0.07019,0.2543,0.04665,0.1134,0.2165,0.1774,0.2118
SLIT1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIT2,0,0,0,0,0,0.01151,0,0,0,0,0,0,0.0329,0,0,0.03361,0,0.0173
SLIT2-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIT3,0,0.01732,0,0.02055,0.009087,0,0.01097,0,0.0588,0,0,0,0.008648,0,0,0,0,0
SLIT3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIT3-AS2,0,0,0,0.1029,0.09098,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK1,0,0,0,0,0,0,0,0,0.02721,0,0,0,0,0,0,0,0,0
SLITRK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLITRK4,0.1538,0.1435,0.4132,0.2553,0.1317,0.1567,0.05681,0.09858,0.5936,0.6867,0.1074,0.2788,0.3134,0.1498,0.07187,0.02745,0.173,0.7065
SLITRK5,0.01615,0.05653,0.07077,0,0.01483,0.04938,0,0,0.07196,0.05072,0.01057,0,0.08468,0.03728,0,0,0,0
SLITRK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLK,9.061,7.464,7.046,9.926,8.148,3.948,4.471,7.753,24.56,11.1,3.608,6.388,8.763,3.787,1.908,8.186,9.227,10.39
SLMAP,5.159,4.957,3.944,6.444,4.619,2.279,2.162,4.828,12.3,7.562,2.402,3.226,4.739,2.557,1.335,3.348,4.973,4.688
SLMO2-ATP5E,10.35,13.25,21.01,13.27,15.28,12.36,11.47,24.12,30.16,23.03,12.25,18.29,18.73,10.63,7.968,18.8,24.02,19.45
SLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPI,29.66,11.91,3.55,11.77,21.87,3.17,5.658,12.47,28.39,14.93,6.152,20.45,10.48,8.976,7.575,27.05,27.89,21.59
SLTM,4.92,7.865,9.094,9.117,7.316,3.386,4.824,9.926,19,7.838,3.64,5.423,8.446,4.385,2.828,5.968,10.48,8.336
SLU7,11.7,11.68,9.538,12.07,13.64,5.031,5.742,14.84,31.19,13.9,5.136,8.516,11.39,5.264,3.033,9.589,13.94,12.53
SLURP1,0,0,0,0,0,0,0,0,0,0.1918,0,0,0,0,0,0,0,0
SLURP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLX1A,13.21,14.01,16.13,20.56,19.1,7.368,7.641,19.05,23.29,14.08,7.834,14.33,19.83,7.938,11.43,18.13,18.85,21.54
SLX1A-SULT1A3,11.28,11.39,12.13,14.64,14.87,7.374,7.458,12.77,17.26,10.3,5.073,8.871,13.24,4.891,7.862,10.73,15.68,13.17
SLX1B,9.989,10.25,11.57,14.99,13.11,5.854,5.948,13.5,16.18,9.936,5.835,10.51,13.99,5.715,8.393,12.38,13.37,14.94
SLX1B-SULT1A4,10.99,10.91,11.62,14.26,14.46,7.094,7.06,12.38,16.52,10,4.997,8.559,12.88,4.765,7.698,10.51,15.31,12.51
SLX4,1.109,2.161,2.001,2.447,1.916,1.322,1.147,2.674,4.263,2.097,0.8357,1.257,2.736,1.068,1.269,1.922,2.8,2.278
SLX4IP,0.4123,0.6312,0.4903,0.9551,0.4258,0.216,0.4856,0.6962,1.651,0.7089,0.2506,0.4346,0.8426,0.3285,0.228,0.552,0.7786,0.7307
SLX9,2.293,3.309,2.963,2.796,2.631,1.261,1.43,4.226,4.426,2.52,1.388,1.36,2.103,1.411,1.775,2.763,3.289,2.739
SMAD1,0.3956,0.3268,0.7124,0.5246,0.5447,0.2821,0.2558,0.6693,1.338,1.403,0.187,0.2925,0.576,0.3212,0.1798,0.3335,0.8653,1.05
SMAD1-AS1,0,0.2845,0.5699,0.1688,0.1493,0.1988,0.09012,0.5212,0.4829,0.1702,0.1064,0.09411,0.5682,0.1251,0.285,0.2903,0.3659,0.1494
SMAD1-AS2,0.172,0,0,0,0,0,0,0,0,0.09002,0.05629,0.09955,0,0,0,0,0,0
SMAD2,1.393,1.47,1.301,1.844,1.466,0.8601,0.9617,1.655,3.374,1.408,0.7827,1.031,1.606,0.8051,0.4654,1.094,1.833,1.432
SMAD3,4.169,8.76,9.155,10.13,7.92,6.033,6.815,11.71,17.69,5.068,3.696,4.215,8.425,3.897,2.783,4.569,9.484,7.783
SMAD3-DT,0.1056,0,0,0.1096,0,0,0,0,0,0.05524,0,0,0,0,0,0,0,0
SMAD4,4.283,5.904,5.576,7.314,5.529,3.096,4.125,6.847,14.81,5.163,2.292,3.148,6.272,3.083,2.02,4.472,7.247,5.757
SMAD5,1.074,1.618,1.84,2.13,1.665,1.597,1.309,3.232,5.12,1.648,1.101,0.8632,2.231,0.8628,0.4601,0.4473,2.107,1.71
SMAD5-AS1,0.05336,0.04668,0.04676,0,0,0,0,0.08553,0.07924,0,0.03493,0,0.04662,0,0.06236,0,0.06003,0
SMAD6,0.02191,0.009584,0.0192,0.07959,0.05028,0.01339,0.02429,0.03512,0.03254,0,0,0.01902,0.009571,0,0.0128,0,0.03698,0.0302
SMAD7,3.085,6.084,5.824,4.424,7.208,7.235,3.171,6.608,14.78,4.051,2.845,1.688,6.248,1.985,2.392,2.678,6.689,3.196
SMAD9,0.1625,0.2085,0.1613,0.1911,0.179,0.08608,0.06003,0.3472,0.386,0.1701,0.1134,0.2445,0.3123,0.1416,0.0443,0.01934,0.2315,0.1593
SMAGP,2.335,3.418,3.298,2.819,3.28,3.437,2.377,3.59,4.953,1.845,1.934,2.289,2.706,1.613,1.838,3.403,3.538,2.759
SMANTIS,1.692,2.259,1.405,2.865,1.901,0.8847,0.7034,2.141,2.017,0.7923,2.2,2.036,1.926,1.781,1.288,1.888,1.628,1.821
SMAP1,3.037,3.72,3.797,3.867,3.476,2.847,2.772,5.452,8.779,3.9,2.386,2.707,4.9,2.212,1.763,2.277,4.533,4.838
SMAP2,183.4,220.4,156,336,271,161.2,121.4,270.4,628.2,339.4,130.7,195.8,206.5,138.9,183.7,336.6,365,204.2
SMARCA1,0.02318,0.04055,0.06093,0,0.02128,0,0,0.03715,0,0,0.06068,0,0.1215,0,0,0,0.05215,0.0852
SMARCA2,5.63,11.52,14.27,16.98,10.19,6.351,9.084,15.81,36.8,13.46,6.642,7.465,17.46,6.567,5.379,9.515,15.55,15.69
SMARCA4,4.522,10.15,11.43,11.52,9.393,6.491,7.322,12.34,23.33,8.481,4.243,5.779,13.47,5.224,5.348,8.155,13.63,13.83
SMARCA5,6.419,7.694,11.05,10.16,8.512,4.575,5.119,9.934,22.23,8.898,3.944,5.083,10.87,4.014,2.34,5.357,9.798,9.579
SMARCA5-AS1,1.01,1.842,1.992,2.797,2.319,1.287,1.073,1.755,4.876,2.203,1.047,0.8772,1.986,0.8421,1.033,2.33,2.463,2.012
SMARCAD1,1.58,2.485,2.699,2.783,1.993,1.776,2.389,3.377,7.063,2.322,1.233,1.072,2.761,1.326,0.4663,0.8548,3.502,2.464
SMARCAD1-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCAL1,3.672,6.294,8.423,7.313,7.427,3.851,3.243,7.609,12.24,4.406,3.342,3.992,8.112,2.848,3.245,3.651,7.625,8.368
SMARCAL1-AS1,0,0,0,0,0,0,0,0,0,0.1589,0,0,0,0,0,0,0,0
SMARCB1,4.935,6.862,7.019,8.447,6.356,5.021,3.695,7.881,8.476,5.744,2.893,3.645,7.481,3.116,3.852,5.375,10.13,7.412
SMARCC1,4.363,10.61,8.191,11.99,9.195,5.752,7.869,12.82,24.72,8.607,4.248,5.287,12.06,5.519,5.24,11.29,13,10.88
SMARCC2,11.11,23.23,25.47,35.24,26.94,19.28,25.87,36.56,61.99,21.34,13.12,16.36,31.5,13.9,15.03,27.55,35.38,26.38
SMARCD1,10.52,17.94,17.03,20.94,18.39,12.83,11.6,21.01,33,12.93,8.194,10.11,20.13,10.73,8.762,14.77,21.9,17.09
SMARCD2,22.47,35.02,35.46,41.55,36.85,21.77,17.16,42.12,63.22,34.15,19.34,23.7,38.46,18.2,21.7,45.13,46.72,34.39
SMARCD3,24.7,7.194,9.788,11.36,8.619,6.393,5.384,19.72,33.22,20.03,4.408,13.55,14.14,3.637,5.978,9.595,29.76,19.58
SMARCE1,8.402,10.24,13.1,10.8,11.95,8.266,7.089,12.93,19.24,10.46,4.235,6.61,11.31,4.198,3.89,7.131,14.09,11.43
SMASR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMC1A,3.142,6.696,8.795,9.62,5.902,4.573,8.264,9.931,20.8,7.055,4.176,5.179,12.87,5.14,3.239,5.834,8.754,13.29
SMC1B,0,0.1172,0.05867,0.0695,0.04098,0,0.0866,0,0.1989,0.04673,0.02922,0.09043,0.1755,0.08586,0.02608,0.2391,0.2511,0.06154
SMC2,0.4465,0.7717,0.916,1.187,0.6898,0.506,0.7001,0.9775,1.892,0.6953,0.3992,0.4097,1.008,0.2178,0.2482,0.3888,0.9311,1.141
SMC2-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMC3,5.168,7.397,12.68,11.43,9.25,4.193,7.511,10.62,21.69,10.15,4.827,5.533,9.501,4.626,3.651,5.241,11.47,10.51
SMC4,2.771,4.409,4.68,6.132,4.198,1.245,2.525,4.574,11.13,3.913,2.108,2.28,5.57,2.504,1.238,2.264,5.746,5.552
SMC5,2.44,4.27,4.565,4.77,4.123,1.73,2.066,5.375,10.63,3.62,1.999,2.27,3.963,1.555,0.9448,1.016,3.975,4.306
SMC5-DT,0,0,0.08145,0,0.08533,0.1705,0.1546,0,0,0,0,0,0,0,0,0,0.1046,0
SMC6,1.825,2.958,3.667,4.153,3.028,1.453,2.366,5.179,7.582,2.839,1.348,1.696,3.408,1.327,0.8804,2.421,4.615,3.462
SMCHD1,54.43,43.21,30.31,59.15,42.53,15.93,18.92,41.81,178,74.7,19.13,42.23,54.6,24.81,11.43,39.02,58.26,49.31
SMCO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCO2,0,0.01318,0,0,0,0,0,0,0.02238,0,0,0,0,0.01159,0.008805,0,0,0.01385
SMCO3,0.02025,0.01772,0,0.02102,0.09295,0,0,0,0.03007,0,0.01326,0.01172,0.01769,0,0,0,0.04557,0.03722
SMCO4,3.814,2.123,2.466,2.011,2.602,1.87,1.255,2.386,2.635,3.223,1.028,2.396,3.955,1.02,1.061,1.802,2.616,6.353
SMCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCR5,0.03396,0.2377,0.05951,0.3525,0.06235,0.1453,0.05647,0,0.2521,0.1422,0.02223,0.05897,0.2077,0.1306,0.1587,0,0.2292,0.09363
SMCR8,10.37,10.8,11.71,16.27,10.24,7.273,8.465,15.17,32.19,12.42,5.036,8.159,13.83,6.152,5.02,11.44,14.96,14.37
SMDT1,7.7,9.518,9.24,7.355,8.605,5.696,5.288,9.301,11.85,6.249,3.068,6.329,8.043,5.322,3.456,8.716,12.74,8.563
SMG1,6.81,9.551,7.462,11.48,6.437,3.813,6.939,10.36,29.39,8.503,4.234,6.741,10.65,4.527,2.417,6.988,10.79,9.948
SMG1-DT,0.09414,0.4118,0.3299,0.1954,0.08641,0,0.6261,0.3018,1.118,0.1971,0.06161,0.1634,0.4112,0.07242,0.055,0,0.2118,0.08651
SMG1P1,1.581,2.732,2.399,4.522,1.575,1.426,2.607,2.132,5.525,2.381,0.6057,1.004,3.806,0.8305,0.8561,2.495,3.058,2.764
SMG1P2,2.376,3.622,3.33,3.557,2.991,1.929,1.486,3.209,7.508,2.238,1.333,1.689,4.003,1.88,1.051,2.908,4.085,2.807
SMG1P3,1.568,2.559,2.412,4.167,1.562,1.321,2.511,2.022,4.996,2.501,0.488,0.8741,3.892,0.6618,0.8825,2.628,2.818,2.776
SMG1P5,2.816,4.105,4.004,4.404,3.671,1.846,1.787,4.055,8.422,2.99,1.789,2.173,4.67,1.569,1.216,2.695,4.499,3.712
SMG1P6,0.8018,1.349,0.9457,1.408,0.736,0.2639,0.9742,1.285,3.389,0.936,0.4239,0.6782,1.59,0.8777,0.3604,0.7983,1.7,1.049
SMG1P7,1.073,1.564,2.148,1.696,1.5,0.5933,1.189,2.129,3.413,1.283,0.9695,1.035,2.677,0.6679,0.388,1.504,3.16,1.737
SMG5,14.87,19.74,17.54,32.43,20.38,11.31,14.36,27.58,47.98,15.53,9.608,12.74,29.47,9.126,14.17,34.69,35.66,30.67
SMG6,1.064,1.97,2.1,2.072,1.605,1.336,1.845,2.324,4.317,1.571,1.059,1.303,2.603,1.216,1.052,1.652,2.492,2.21
SMG7,11.25,13.33,12.44,18.37,14.45,9.889,12.72,14.7,32.12,17.16,7.541,11.97,15.67,7.464,6.669,16.24,17.76,15.36
SMG7-AS1,0.03933,0,0.1378,0,0.1083,0,0,0.06303,0.292,0.08232,0,0.1138,0.06871,0,0,0.1404,0.08849,0.07228
SMG8,2.869,4.243,5.312,5.126,4.153,3.525,1.705,4.882,10.41,3.714,2.129,3.526,5.296,1.956,1.953,4.039,4.691,5.082
SMG9,2.696,4.498,4.608,5.84,4.643,3.031,4.214,5.047,7.137,3.681,1.984,3.208,5.297,2.1,2.769,3.588,6.199,5.402
SMILR,0,0.297,0,0,0,0,0,0,0,0,0.2222,0.09824,0,0,0,0,0.5729,0.156
SMIM1,3.371,2.802,6.646,1.4,1.857,11.44,1.588,2.702,2.503,9.703,21.18,20.78,1.62,16.08,1.871,1.956,1.896,3.408
SMIM10,0.06513,0.1139,0.3995,0,0.3587,0,0.2527,0.1044,0.4835,0.2045,0,0.1508,0.1138,0,0,0,0,0.05985
SMIM10L1,1.222,1.542,1.93,1.122,1.397,1.261,0.7769,1.637,2.528,1.3,0.7471,1.02,1.47,0.6008,0.5499,0.7508,2.05,1.693
SMIM10L2A,0.09234,0.1292,0.1942,0.09583,0.4408,0.05645,0.04094,0.0592,0.1645,0.03866,0.1088,0.05344,0.1775,0.1279,0.02158,0.1319,0.1662,0.1018
SMIM10L2B,0,0.08998,0,0,0,0,0,0,0,0,0,0,0.02995,0,0,0.2142,0.07715,0.03151
SMIM10L2B-AS1,0,0,0,0,0,0.4289,0,0,0,0,0,0,0,0,0,0,0,0
SMIM11,0.5366,1.314,1.034,1.114,1.675,0.5248,1.011,1.376,2.55,1.348,0.5619,0.8074,1.219,0.4953,0.3762,0.6705,2.173,2.268
SMIM12,3.285,2.934,3.324,3.83,3.886,2.128,1.885,3.411,5.616,2.797,1.597,1.915,3.739,1.459,1.663,3.273,4.203,3.678
SMIM13,0.7708,0.8645,1.178,0.9435,0.8345,0.592,0.5477,0.982,1.908,0.5792,0.3105,0.5033,0.518,0.1216,0.1848,0.3705,0.6226,0.7446
SMIM14,4.789,5.366,5.853,7.884,4.925,2.53,3.096,7.273,12.27,6.281,3.028,4.619,6.869,3.297,1.373,2.243,7.233,5.799
SMIM14-DT,0,0,0,0.2153,0.09523,0,0,0.1663,0.154,0,0.1358,0.1201,0,0,0,0.0926,0,0
SMIM15,3.512,4.154,4.571,3.992,3.715,1.881,1.613,4.556,7.25,4.2,1.138,1.936,4.967,1.132,0.9184,1.642,3.123,4.733
SMIM15-AS1,0.3274,0.2864,0.4303,0.1699,0.1503,0.3002,0.2722,0,0.4862,0.1713,0,0.2842,0.286,0.1259,0.09565,0.1461,0,0.3009
SMIM17,0,0,0.03328,0.03942,0,0,0,0,0,0,0,0,0.03318,0,0,0,0,0.0349
SMIM18,0.05387,0.1414,0.1888,0.2236,0.1978,0,0,0.08634,0.3199,0,0,0,0,0.08288,0,0,0.1212,0
SMIM19,1.255,1.713,1.342,1.198,1.958,1.074,0.8208,1.448,2.497,0.9195,0.6407,0.9297,1.667,0.8303,0.4106,1.299,2.231,1.361
SMIM2,0,0,0,0,0,0,0,0,0,0,0,0.04601,0,0,0,0,0,0
SMIM2-AS1,0,0,0,0,0,0,0,0,0,0,0,0.08873,0,0,0,0,0,0
SMIM2-IT1,0,0,0,0,0,0,0,0,0,0,0,0.1169,0,0,0,0,0,0
SMIM20,2.572,2.416,2.754,2.966,2.885,1.165,0.6335,3.664,4.385,2.094,1.309,2.536,3.412,1.392,0.167,1.275,3.751,3.851
SMIM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM22,0.1548,0,0.3391,0,0,0.3312,0.1287,0,0.1149,0,0.05065,0.08958,0,0.1191,0.04522,0,0,0.07112
SMIM23,0,0.07971,0,0,0,0,0,0,0,0,0,0,0.0796,0,0,0,0,0
SMIM24,1.914,2.898,2.709,2.216,1.96,2.925,5.141,3.54,1.421,1.772,2.265,1.108,7.267,2.152,3.527,1.708,2.071,3.788
SMIM26,12.4,10.7,11.78,9.607,16.51,6.727,5.518,13.44,16.34,10.6,4.001,10.41,13.58,6.315,2.857,15.75,19.45,13.48
SMIM27,2.805,0.9308,0.678,2.008,1.199,1.124,0.6969,2.016,3.232,0.9618,0.5065,1.68,1.521,1.563,0.5087,2.504,2.34,1.467
SMIM28,0,0,0,0,0,0.09488,0,0,0,0,0,0,0,0,0,0,0,0
SMIM29,14.65,14.73,14.54,14.19,22.18,11.79,8.072,18.78,20.66,11.84,8.361,9.654,12.51,5.195,8.938,15.25,16.2,10.17
SMIM3,5.545,3.149,4.641,5.712,6.458,5.439,2.546,6.5,10.88,5.501,4.984,5.293,5.784,2.865,2.805,4.654,7.03,5.97
SMIM30,3.171,2.699,2.027,2.846,2.989,1.205,1.71,2.473,4.581,2.691,1.01,1.438,2.546,1.319,0.3505,0.918,3.375,4.41
SMIM31,0,0,0,0.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM32,0,0,0,0,0.05231,0.2787,0,0,0,0,0,0,0,0,0,0,0,0
SMIM33,0.1491,0.06519,0,0,0.06841,0,0.08261,0,0,0.078,0,0.08627,0.06511,0,0,0,0,0.06849
SMIM34,0.09332,0.08163,0,0,0.08566,0,0.05172,0.1496,0,0.1953,0,0.05401,0.08153,0,0.05453,0,0,0.1715
SMIM35,5.777,9.379,9.12,8.227,8.946,7.31,4.949,11.73,18.39,7.547,4.227,4.873,8.232,3.294,4.072,4.749,11.65,6.84
SMIM36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM38,0.2165,0.3472,0.06324,1.03,0.4638,0.1324,0.09,0.6073,1.206,0.09443,0.2598,0.2715,0.5675,0.1666,0.1898,0.5154,0.7917,0.199
SMIM40,0,0,0,0,0,0,0,0.2624,0,0.1713,0,0,0,0,0,0,0,0.1504
SMIM41,0,0.05908,0,0.0701,0,0,0.2246,0,0,0,0.04421,0,0,0.1039,0,0,0,0
SMIM43,0.03432,0.06005,0.09022,0.1781,0.03151,0,0,0,0.4587,0.03592,0.04493,0,0.1199,0.05281,0.04011,0,0.03861,0.2208
SMIM45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM47,0.1602,0,0.2807,0,0,0,0,0,0,0,0.3145,0,0.2799,0,0,0,0.1802,0.1472
SMIM5,1.053,0.7573,1.365,0.6739,0.7682,0.5292,0.5438,0.5782,0.7927,1.178,0.8499,1.086,0.9454,0.5328,0.4468,0.7856,0.8116,1.379
SMIM6,0.08472,0.2223,0.1485,0.08793,0.2333,0.1554,0,0.1358,0,0.08868,0.1109,0.09807,0,0,0.1485,0,0.286,0.2336
SMIM7,6.878,7.956,11.57,9.879,10.83,4.524,4.246,10.03,15.54,7.711,4.16,7.886,10.99,5.416,3.447,8.03,12.98,10.75
SMIM8,0.3962,0.5198,0.6595,0.2878,0.2182,0.09687,0.1317,1.016,1.529,0.3317,0.3112,0.321,0.5538,0.3048,0.1157,0,0.7131,0.5461
SMIM9,0,0,0,0,0,0,0,0.3047,0,0,0,0,0,0,0,0,0,0
SMKR1,0.09968,0.6976,0.6987,0.2069,0.6405,0,0,1.278,1.184,0.7303,0.06524,1.327,0.3483,0.07668,0.2912,0.5338,1.57,0.6412
SMLR1,0.03843,0.06724,0,0,0,0,0.0213,0,0,0,0,0,0,0,0,0,0.08648,0.03532
SMN1,4.866,6.179,5.364,4.833,7.252,4.382,5.017,7.296,11.42,4.107,4.007,4.724,5.439,3.18,1.559,4.156,6.946,5.674
SMN2,4.814,6.316,5.547,4.561,7.204,4.414,5.046,7.212,11.42,3.724,4.075,4.633,5.119,3.18,1.467,3.549,6.828,5.625
SMNDC1,8.387,5.925,6.548,6.985,6.412,3.414,3.024,6.262,13.93,7.111,2.96,4.35,6.863,2.646,1.898,6.065,6.808,6.185
SMO,0.02018,0.0353,0,0.02094,0,0,0,0.06468,0.05992,0.02112,0,0,0.07051,0,0.02358,0,0,0.07417
SMOC1,0.02583,0.04518,0.02263,0,0.02371,0,0.02863,0,0,0.02703,0,0.02989,0.02256,0.01987,0,0,0.05811,0
SMOC2,0,0,0,0,0.02439,0,0,0,0,0,0,0,0,0,0,0,0,0
SMOX,7.231,7.403,13.92,12.18,6.744,5.926,7.184,11.47,10.91,7.851,13.27,9.461,10.69,9.824,8.833,8.034,9.564,9.261
SMPD1,7.874,12.95,15.25,11.88,12.17,6.735,9.149,15.28,20.97,10.25,7.21,7.484,15.27,6.03,6.479,11.96,14.91,13.41
SMPD2,4.067,4.379,4.073,5.056,4.636,2.186,2.031,6.018,6.039,3.789,2.165,2.664,3.709,2.338,1.932,3.75,5.933,3.82
SMPD3,1.451,2.202,2.858,9.45,12.85,0.9735,3.338,10.17,12.49,1.223,3.497,1.836,9.368,1.758,4.54,2.9,2.341,5.771
SMPD4,5.013,8.097,7.394,10.03,9.175,5.659,6.123,10.63,15.28,4.408,4.145,4.902,9.899,4.594,4.499,4.194,11.79,8.809
SMPD4BP,4.258,6.692,6.769,8.071,8.566,3.944,5.61,8.868,13.18,4.991,3.388,4.117,8.576,4.06,3.486,4.734,9.782,6.772
SMPD5,0.336,0,0.2944,0,0,0,0,0,0.2494,0.3516,0,0,0.1467,0,0,1.349,0.378,0.4631
SMPDL3A,2.343,1.167,2.306,2.432,1.655,1.146,0.9391,1.214,3.854,3.472,1.369,1.753,3.087,0.943,0.9269,1.03,1.947,6.858
SMPDL3B,0.3414,0.1742,0.2493,0.561,0.5484,0.1739,0.5046,0.6384,1.985,0.2084,0.2607,0.2305,0.348,0.2407,0.3491,0.1524,0.8962,0.4967
SMPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMS,6.414,6.739,7.718,7.39,9.804,3.039,3.929,7.92,13.58,7.774,5.122,5.027,8.553,3.636,2.762,6.876,9.047,8.546
SMTN,0.4044,0.2527,0.7592,0.6995,0.3889,0.8593,0.4376,0.5555,1.172,0.7054,0.2395,0.3901,0.572,0.1777,0.3825,0.5844,0.9315,0.9201
SMTNL1,14.97,5.412,1.657,1.84,9.694,2.048,3.8,4.421,21.59,6.022,2.45,19.48,16.83,3.607,0.4835,2.251,6.694,17.27
SMTNL2,0,0,0,0,0.02876,0,0,0,0,0.03279,0,0,0.05474,0,0,0,0,0.02879
SMU1,4.919,6.908,8.584,7.804,6.841,3.946,3.01,8.964,15.11,7.137,3.687,4.867,9.277,3.411,3.016,6.664,8.597,8.607
SMUG1,2.538,2.96,2.725,3.46,4.431,2.707,1.145,3.31,5.209,2.552,1.759,3.01,2.869,1.55,1.265,3.109,4.815,4.024
SMUG1-AS1,0.1149,0.1508,0,0.02982,0.211,0,0,0,0,0,0,0.0499,0.05021,0,0,0,0,0
SMURF1,4.175,5.001,4.848,6.595,5.248,2.552,3.243,5.455,11.43,5.668,2.524,3.61,5.346,2.979,2.41,4.774,6.281,5.454
SMURF2,2.987,3.277,3.838,4.257,3.694,1.722,2.402,3.87,8.136,3.289,1.57,2.365,4.151,1.834,1.022,2.777,4.388,2.717
SMURF2P1-LRRC37BP1,1.408,2.426,2.596,2.42,2.218,1.516,1.164,3.199,4.586,1.803,0.7838,1.423,2.349,0.8889,0.7857,1.257,3.049,2.008
SMYD1,0,0,0.0386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07434,0
SMYD2,3.919,5.069,4.594,4.353,4.813,3.948,2.692,4.865,10.33,3.524,3.07,4.568,6.316,2.717,1.774,2.512,6.954,5.123
SMYD3,0.3331,0.6243,0.4065,0.4938,0.666,0.3854,0.2044,0.5148,1.13,0.3237,0.3659,0.3304,0.6339,0.2837,0.2363,0.7538,0.6959,0.4372
SMYD3-AS1,0.0626,0.02738,0,0,0,0,0.1561,0.05016,0,0,0.02048,0.01811,0.1094,0.04815,0.03657,0,0.1408,0.02876
SMYD4,2.781,4.741,4.408,4.436,5.556,2.075,2.244,6.326,9.049,2.633,2.249,2.45,5.324,2.564,1.577,2.793,7.155,3.928
SMYD5,3.593,6.352,6.097,4.514,6.11,6.173,4.674,5.758,6.514,3.404,2.673,3.174,5.815,3.636,2.188,2.025,7.616,6.36
