GSM5824838	GSM5824839	GSM5824847	GSM5824852	GSM5824855	GSM5824858	GSM5824868	GSM5824878	GSM5824885	GSM5824894	GSM5824904	GSM5824932	GSM5824943	GSM5824955	GSM5824967	GSM5824970	GSM5824979	GSM5824984
0.1498	0.1419	0.1312	0.1878	0.1146	0.1678	0.09683	0.17	0.1575	0.2025	0.0245	0.01445	0.1308	0.0336	0.09479	0.0724	0.2527	0.05161
0	0.01358	0.0408	0	0	0.08539	0	0	0.02305	0.06498	0	0	0	0	0	0	0	0
13.57	19.99	16.42	27.64	19.21	9.725	11.9	24.93	44.83	18.29	9.222	12.31	21.9	11.15	12.96	24.76	27.7	21.64
6.734	7.451	5.804	11.38	6.145	3.337	2.992	7.632	22.36	9.717	3.286	4.52	6.649	3.694	3.149	7.807	9.907	6.188
1.66	1.889	1.767	2.112	1.818	1.255	1.009	2.403	4.346	1.513	0.8527	1.198	2.308	1.222	0.8342	2.135	3.273	2.05
89.22	123.4	145.4	177.9	142.1	85.1	73.64	165.5	267.8	135.6	76.81	95.65	149.9	75.69	87.43	177.9	192.2	143.5
0.1035	0.1532	0.1255	0.2478	0.1827	0.04866	0.06176	0.2041	0.13	0.07498	0.06252	0.1106	0.153	0.0796	0.02791	0	0.2507	0.117
5.127	2.87	3.144	3.99	5.412	1.943	1.563	4.848	6.623	3.219	1.275	2.403	4.524	2.011	1.348	3.707	4.326	3.91
107.2	47.1	45.11	64.82	62.92	22.33	21.48	48.06	105.1	86.65	27.05	58.2	57.62	27.05	18.75	60.76	75.91	72.76
0	0.03047	0	0	0.06394	0.01065	0	0	0.05172	0.01823	0	0.1109	0	0.04019	0	0	0	0.09602
2.095	2.222	1.634	2.978	2.16	0.7105	0.9623	2.162	5.518	2.328	1.193	1.586	2.658	1.071	0.612	1.588	2.97	2.004
0	0	0	0	0	0.01151	0	0	0	0	0	0	0.0329	0	0	0.03361	0	0.0173
0.628	0.9644	0.8804	0.6228	0.7302	0.5289	0.5646	1.253	1.533	0.5258	0.3928	0.4927	0.9997	0.5153	0.3425	0.3862	0.8949	0.7695
0	0	0.04015	0	0	0	0	0	0	0	0.01499	0	0	0	0	0	0.05155	0
3.427	5.893	5.831	8.171	4.719	3.534	4.328	6.533	7.552	5.182	2.202	3.074	4.869	2.581	1.96	3.96	7.346	5.776
14.95	11.16	10.82	18.57	11.84	6.368	6.408	13.43	34.19	20.25	6.471	8.52	11.28	6.047	4.861	9.427	15.07	13.53
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006297
11.73	12.43	11.24	18.25	13.21	5.141	6.933	16.91	36	17.47	8.066	12.59	17.87	8.41	7.093	17.65	19.6	16.37
0.3964	1.04	0.2315	1.508	1.941	0	1.318	1.271	1.57	0.5532	0.7783	0.4588	0.6926	0.6098	0.386	2.595	1.338	0.3643
30.58	17.49	10.29	29.28	17.65	6.563	7.093	19.32	55.49	22.68	10.65	22.09	12.33	10.7	8.221	24.69	29.47	17.77
3.376	5.406	7.871	7.828	5.981	4.623	4.202	8.797	15.07	5.414	2.429	4.205	7.883	4.055	2.676	2.89	7.33	7.076
1.812	1.967	2.354	2.107	1.405	1.05	1.143	2.604	3.943	1.733	1.084	1.049	2.483	1.177	0.219	0.8086	2.53	2.124
3.426	7.703	9.533	8.688	6.887	4.653	6.077	8.584	19.31	6.477	2.905	4.056	8.947	3.257	2.086	3.489	9.106	9.411
0	0	0	0.2726	0	0.3212	0	0	0.13	0	0	0.05068	0.2295	0	0	0	0.09852	0.4023
0.01002	0	0.01755	0	0	0.02449	0	0.1124	0	0.03145	0	0	0	0	0	0	0.01127	0
2.725	2.692	2.66	2.608	2.618	1.407	1.526	2.942	6.771	2.556	1.127	1.781	3.232	1.14	0.6105	1.726	2.684	2.621
4.565	5.849	4.06	4.917	3.767	1.473	2.805	5.118	12.26	4.295	2.037	3.062	5.831	1.773	0.9362	1.708	5.252	3.803
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03421	0.009975	0.01499	0.0355	0	0	0	0.01828	0.1101	0	0.003732	0.0132	0.01992	0.008772	0.003331	0.07634	0.0449	0.005239
0.3993	0.5399	0.5567	0.9608	0.7165	0.233	0.171	1.28	1.968	0.399	0.4633	0.5043	0.9515	0.363	0.403	0.162	0.5922	0.784
0.8736	1.417	1.197	1.404	1.112	0.4737	0.6325	1.265	2.783	0.7669	0.6363	0.7176	1.329	0.5203	0.1976	0.2012	1.585	1.515
0.2709	0.8293	0.534	0.9605	0.7459	0.8003	0.5379	0.9406	1.642	0.4016	0.2216	0.2613	1.025	0.191	0.277	0.2821	1.041	0.7675
3.297	2.645	1.789	3.442	2.937	0.791	0.5838	2.501	5.542	2.457	1.281	2.025	2.164	1.235	0.8244	2.374	3.16	1.984
0	0.01047	0	0.02485	0.01099	0	0.02654	0.01919	0.1244	0	0.0235	0.01386	0.02091	0.01842	0	0.02137	0.02693	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8185	1.126	0.8634	1.097	0.5617	0.4469	0.6959	1.376	2.655	0.9482	0.3693	0.6163	1.041	0.4218	0.2554	0.149	1.1	1.059
2.131	2.803	3.477	3.31	3.035	2.219	1.873	3.816	5.63	2.492	1.376	2.109	3.492	1.549	1.202	1.509	3.307	4.619
8.043	11.74	13.28	11.77	11.72	8.121	5.785	14.59	22.34	10.83	5.249	8.617	11.25	5.683	3.221	6.433	13.93	12.12
2.77	4.226	3.89	4.043	3.728	1.404	2.776	4.953	11.06	3.804	1.945	2.2	4.613	2.049	1.086	2.145	4.102	4.08
11.73	16.63	21.32	18.14	20.91	12.14	8.899	18.37	38.24	16.3	8.428	12.15	19.06	8.515	5.826	16.74	21.95	18.01
3.349	2.982	6.969	5.772	5.215	7.202	2.585	9.202	11.19	6.197	2.623	4.188	5.852	2.116	3.18	3.47	8.209	6.76
0	0	0	0	0	0	0	0.008524	0	0	0	0	0	0	0	0	0	0.004887
1.262	2.931	3.661	3.764	2.823	0.9158	2.753	4.802	3.278	1.444	1.703	1.346	2.583	1.88	0.5759	2.006	4.834	3.224
0.07721	0.06754	0	0	0.1063	0	0.0214	0	0	0.1212	0.0758	0	0.03372	0.05939	0	0	0	0.1419
0	0	0	0	0.04155	0	0	0	0	0.09474	0	0	0	0	0	0	0	0.04159
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2479	0.5059	0.2896	1.072	1.744	0.05051	0.5953	2.317	3.312	0.1297	0.2433	0.2869	1.624	0.06356	0.2655	0.6637	0.1859	0.5694
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.02573	0.05628	0.03382	0.04006	0.03543	0	0.02139	0.1237	0.1146	0.05387	0	0.03723	0.02248	0.02969	0.0451	0.01148	0.1592	0.04729
0	0	0	0.01428	0	0	0	0	0.02043	0	0	0	0	0	0	0	0	0
0.8169	0.2749	0.05506	0.2609	0.2884	0	0	0.1007	0.1866	0.1315	0.08226	0.1818	0.3843	0.1934	0	0.1683	0.2121	0
1.15	1.353	2.328	1.646	1.383	0.02424	2.593	1.843	4.062	1.494	3.841	2.708	5.369	2.471	0.4402	0.4955	1.65	3.862
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4909	0.6276	0.4135	1.685	0.2253	0.1385	1.025	1.21	0.9251	0.415	0.173	0.3059	0.3629	0.2905	0.353	0.91	1.189	1.11
2.979	3.037	3.492	1.945	2.282	2.207	1.323	2.972	6.21	3.2	1.33	1.564	3.171	0.8954	0.5417	1.972	2.93	3.027
173.8	154.8	148.3	193.5	165.3	100.3	95.74	179.5	265.2	130.9	103.7	112.8	147.3	98.99	68.01	113.3	176.1	160.2
12.39	10.71	7.04	14.74	13.33	4.833	4.67	12.77	25.36	9.891	5.855	6.26	8.427	4.479	2.861	6.853	10.21	8.595
0.16	0	0.07011	0	0	0	0.4435	0	0.1188	0	0	0	0	0	0.04676	0	0.1801	0
0.03873	0.03388	0.1244	0.0134	0.03555	0.01578	0.06439	0.08276	0.1533	0	0.02535	0.04483	0.04511	0.01986	0.007543	0	0	0
2.491	2.906	2.774	3.232	2.382	1.301	0.7766	3.494	6.55	3.151	1.97	3.094	3.627	1.477	1.425	4.91	3.737	4.102
15.64	7.139	10.98	12.02	8.247	4.976	5.379	10.07	26.32	13.55	4.491	15.39	13.18	6.119	4.154	9.27	13.61	24.31
6.4	3.933	2.865	8.611	4.227	1.609	2.641	4.638	20.49	9.011	2.65	5.523	5.161	3.258	1.989	7.873	7.423	7.272
0	0.004353	0.00436	0	0	0	0	0.02393	0.02217	0.01042	0.01303	0.00288	0.004347	0.003828	0	0	0.0168	0.02286
9.016	6.35	5.925	8.903	6.207	2.703	5.168	8.407	33.66	11.93	3.36	8.74	10.77	4.503	1.978	7.16	9.275	12.81
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3727	0	0.5598	1.271	0.4888	0.2278	0.05902	1.109	2.767	0.6687	0.1742	0.1541	0	0.4096	0.7466	0.2376	1.498	0
1.483	1.618	1.492	1.939	1.748	1.008	1.36	1.644	4.405	1.61	0.4195	0.9009	1.968	0.7185	0.3638	1.553	1.834	1.767
0.08641	0.03023	0.1968	0.07174	0.04759	0	0.1245	0.277	0.4106	0.07235	0.03393	0.09002	0.2869	0	0.05049	0.03085	0.3694	0.2382
6.226	7.106	5.507	10.22	7.176	2.879	4.68	7.738	22.22	8.165	3.548	6.29	8.673	4.105	2.628	9.065	10.28	8.002
1.766	1.603	1.671	2.41	1.629	0.8009	1.034	1.768	4.469	2.083	1.107	1.833	2.63	1.148	0.8139	2.59	2.985	2.134
10.6	10.55	43.68	8.075	9.192	13.71	11.96	11.49	9.982	39.63	12.43	19.83	14.4	11.55	6.757	6.924	11.32	27.07
0	0.05165	0.05173	0	0.3252	0	0.03272	0	0	0.06179	0.1159	0.1025	0.05158	0.3179	0	0	0.1328	0.05425
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.144	3.949	4.52	4.015	3.951	3.079	2.482	4.497	7.893	2.791	1.996	2.209	4.811	2.158	1.273	2.707	4.549	4.308
5.436	3.591	4.348	3.863	4.265	1.958	1.688	4.989	7.938	4.911	1.993	3.786	3.981	2.047	0.7249	2.597	4.771	4.477
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.04625	0	0.1097	0	0	0	0.08473	0	0	0.0346	0	0.06928	0	0	0	0.08921	0.07287
2.909	8.286	6.992	2.941	4.039	2.736	9.177	12.07	16.17	7.962	3.027	3.842	4.691	3.156	1.307	1.132	11.33	6.168
4.894	6.069	6.902	9.783	8.184	6.85	7.106	9.271	22.05	7.71	2.858	5.227	7.889	4.374	2.995	5.84	9.177	7.496
0	0	0	0	0	0	0	0	0	0	0.01298	0	0	0	0	0	0	0
2.941	4.207	4.585	4.208	3.405	3.102	3.73	5.882	8.302	2.898	0.9972	2.546	5.44	1.447	1.068	1.727	4.636	6.879
0.08194	0.1254	0.08077	0.1488	0.009402	0	0.05109	0.06567	0.07604	0.0536	0.01341	0.0415	0.04474	0.01576	0.01795	0.1737	0.1037	0.08471
0.03367	0	0.01475	0.01747	0	0	0	0	0	0	0	0	0.01471	0.01295	0	0	0	0.01547
7.821	7.602	9.917	14.09	10.05	6.136	6.767	10.93	28.74	14.96	4.038	9.09	12.26	4.445	5.065	10.51	11.36	12.28
0.9464	0.252	0.3725	0.7402	0.6043	0	0.2357	0.2638	1.283	0.8183	0.2962	0.5477	0.671	0.306	0.08014	0.6611	0.216	0.6176
0.7732	1.076	0.9547	1.86	1.258	0.4512	0.448	2.084	2.349	1.177	0.5291	1.139	1.535	0.2704	0.5339	0.5961	1.503	1.873
0	0	0	0	0	0	0	0.1759	0	0	0	0	0	0	0	0	0	0
0.05702	0.04988	0.07495	0.04439	0.01309	0	0.03951	0.0457	0.1482	0.07461	0.01866	0	0.01245	0	0.01666	0.02545	0.04812	0.0262
0.2077	0.4845	0.4247	0.2156	0.1271	0	0.1919	0.4439	0.4112	0.6522	0	0	0.3024	0.1065	0.04045	0.3708	0.3116	0.1909
0.137	0.2637	0.1201	0.3413	0.1258	0.2178	0.1975	0.4832	0.4477	0.05737	0.1435	0.111	0.2873	0.02108	0.08007	0.2202	0.4317	0.2267
0	0	0	0.006589	0.01166	0.06598	0	0	0	0	0	0	0.01109	0	0	0	0	0.01167
3.733	5.676	4.478	6.228	4.533	1.615	1.814	7.041	9.166	3.937	2.236	3.141	6.672	2.164	1.946	1.589	5.75	6.279
0.069	0.06899	0.06046	0.1125	0.04524	0	0.02732	0.0474	0.3952	0.05159	0.1161	0.1426	0.07751	0.1289	0.00576	0.1232	0.1885	0.05435
1.428	1.249	1.251	2.503	1.627	0.8125	0.8731	0.9468	3.728	2.009	1.257	2.08	1.333	1.06	0.9492	1.758	3.378	2.081
9.375	7.277	6.781	9.709	9.027	3.853	4.113	10.52	20.26	8.142	4.687	6.454	8.191	5.524	2.914	9.08	10.95	7.607
4.853	5.175	4.834	5.174	7.688	4.633	3.832	5.54	8.094	4.314	3.089	3.501	6.04	2.864	2.33	6.052	6.656	6.658
1.77	1.161	3.421	3.809	1.911	3.421	2.034	2.461	3.633	3.868	1.346	1.777	2.615	1.321	1.81	3.276	2.899	5.118
0.2313	0.1879	0.07238	0.3086	0.03033	0.0101	0	0.02648	0.1472	0.1902	0.07569	0.2104	0.1155	0.1144	0.03861	0	0.3717	0.0911
2.417	2.845	6.019	7.49	2.426	1.977	3.557	6.327	9.658	4.168	1.741	2.204	4.178	2.087	1.544	4.238	5.282	6.217
1.026	0.9574	1.678	1.029	1.476	1.066	0.6255	1.535	2.946	1.718	0.8283	1.663	2.331	0.6051	0.2398	1.007	1.77	3.08
1.378	3.286	2.437	1.404	2.376	0.9145	1.598	2.384	3.644	1.108	0.6655	0.7393	2.731	0.7952	0.2357	0.3976	2.156	1.969
0.835	0.7927	0.5487	1.42	0.7461	0.3231	0.416	1.054	2.585	0.7624	0.439	0.5758	0.6364	0.4852	0.3088	0.8643	1.069	0.7265
6.419	7.694	11.05	10.16	8.512	4.575	5.119	9.934	22.23	8.898	3.944	5.083	10.87	4.014	2.34	5.357	9.798	9.579
0.4697	0.7395	0.5761	0.5362	0.3233	0	0.07809	0.4517	0.7323	0.2212	0.123	0.3805	0.2667	0.07226	0.1509	0.04192	0.6076	0.3884
0.3956	0.3268	0.7124	0.5246	0.5447	0.2821	0.2558	0.6693	1.338	1.403	0.187	0.2925	0.576	0.3212	0.1798	0.3335	0.8653	1.05
1.713	1.498	2.091	1.318	1.749	1.188	0.8319	2.622	2.029	1.329	0.7305	1.136	1.513	0.5329	0.3036	1.168	2.187	1.68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.09968	0.09984	0.03942	0.03486	0	0	0	0.1128	0	0.04972	0	0.09954	0.08765	0	0	0.04273	0.0349
20.31	36	46.86	12.45	17.42	12.59	21.38	39.91	57.41	39.97	11.82	16.98	24.84	12.17	3.267	9.555	41.99	28.68
1.701	2.551	3.442	2.186	2.639	1.238	1.594	3.181	3.728	2.119	1.272	2.203	3.467	1.433	0.8045	2.024	3.144	3.721
6.162	4.076	2.814	5.737	5.53	1.989	2.071	4.176	10.97	5.18	1.732	2.45	4.649	1.464	1.281	4.196	5.909	5.144
0.5323	0.7619	0.5088	0.5524	0.7995	0.4437	0.6168	0.1551	0.2156	0.4558	0.1584	0.196	1.141	0.5584	0.6503	0.3023	0.1089	0.7115
4.142	4.982	6.099	5.911	5.333	4.167	3.188	7.561	8.499	4.395	2.73	3.346	5.905	2.677	1.529	2.927	8.057	5.524
0	0	0	0	0	0	0	0	0	0	0	0	0.02326	0	0.03111	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.962	3.219	3.05	7.386	3.052	2.144	2.135	4.734	12.79	6.039	1.911	2.609	3.471	2.458	1.701	4.386	5.169	3.627
0.548	1.678	0.8403	1.422	2.264	0.67	0.6074	2.415	2.238	3.441	0.9863	1.031	1.317	0.1054	0.5603	1.345	1.541	1.763
4.325	4.764	4.631	3.616	6.028	3.501	2.308	6.033	10.41	2.724	1.73	2.341	4.023	1.663	0.7955	1.501	6.713	5.741
0.06384	0.05584	0	0	0	0	0	0	0.09479	0.1336	0	0	0	0	0	0	0.1436	0.1173
0.5047	0.5828	0.8402	0.8695	0.5837	0.759	0.3972	1.165	2.788	0.8346	0.2312	0.5433	1.041	0.2795	0.1651	0.3784	1.522	0.6215
0.5362	0.6802	0.7282	0.8209	0.9106	0.4671	0.4235	0.838	1.652	0.7717	0.3861	0.3103	0.8081	0.2166	0.1958	0.5265	0.6787	0.6775
0.6142	0.7599	0.6766	0.9289	0.733	0.2682	0.2432	0.661	1.485	0.6429	0.7294	0.4469	0.483	0.5198	0.2769	0.2271	0.5923	0.4596
3.576	3.97	3.334	2.046	3.45	1.485	1.474	4.996	7.011	3.598	1.5	2.202	3.204	1.587	0.7499	1.309	4.59	3.581
0	0.06752	0	0	0	0	0	0	0	0	0	0	0	0.01979	0	0	0	0
0.05807	0	0	0.01507	0	0	0	0	0	0.01519	0	0.0168	0	0	0	0	0.03267	0.01334
0.2061	0.309	0.1032	0.2444	0.4324	0.07198	0.08158	0.4247	0.7868	0.03081	0.01927	0.05111	0.18	0.2038	0.086	0	0.7948	0.1623
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20.38	24.98	20	31.24	31.97	8.938	13.55	31.95	55.5	21.8	14.87	21.13	28.8	15.01	17.75	34.2	37.94	28.52
0.1354	0.2961	0.9393	0.5973	0.2486	0.6692	0.2377	0.4341	1.307	0.4606	0.1846	0.1763	0.4436	0.3646	0.3495	0.7554	0.6475	0.2489
0.1495	0.2092	0.1048	0.3102	0.1372	0	0.116	0.527	0.3995	0.03129	0	0.1384	0.1828	0.06899	0.0524	0.1334	0.2354	0.5219
0.049	0.04287	0.02147	0	0.02249	0	0	0	0.03638	0	0	0	0.107	0.01885	0	0	0.05513	0.02252
10.78	11.16	10.94	9.698	13.36	9.502	7.519	21.46	13.47	10.34	6.292	10.04	13.34	7.603	7.14	13.23	17.89	16.35
2.019	4.335	4.931	5.046	3.622	2.561	3.132	5.264	11.87	4.008	1.8	2.116	5.302	1.973	1.817	2.931	4.818	5.023
1.25	0.9294	1.577	1.79	1.033	0.6877	0.866	1.663	2.561	1.243	0.5563	1.302	1.867	0.5481	0.6938	0.7922	1.786	2.24
2.21	3.165	4.117	4.272	3.098	2.383	3.196	3.95	7.428	2.503	1.526	2.27	5.007	1.616	1.27	2.135	4.699	4.061
15.38	16.97	20.55	19.49	19.59	8.581	9.041	26.57	35.29	17.9	9.815	14.21	20.8	9.066	7.614	18.26	28.03	21.22
0.4918	0.9231	1.079	1.472	0.7188	0.6334	0.7859	1.263	2.985	0.8745	0.3656	0.5195	1.147	0.4334	0.4659	0.9333	1.434	1.277
0	0	0.00874	0.01035	0	0.01829	0	0	0	0	0	0	0	0	0	0	0	0
0.09679	0.1633	0.109	0.1076	0.06981	0.1057	0.03065	0.1108	0.2156	0.3763	0.01358	0.09203	0.08456	0.04787	0.03232	0.06171	0.07778	0.1652
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.01678	0.01681	0.01991	0	0	0	0.03075	0	0	0	0	0.01676	0.01476	0	0	0.02158	0
0.06722	0.1241	0.03272	0.1783	0.1097	0.1507	0.03312	0.1197	0.1774	0.1173	0.06844	0.1081	0.0522	0.05171	0.008728	0	0.1512	0.1304
5.66	7.333	7.513	5.627	5.481	3.081	2.74	6.852	12.63	8.649	3.017	3.649	5.634	2.297	0.8792	2.196	7.873	6.519
0.03449	0.02011	0.02014	0.01193	0	0	0.006371	0.01843	0.1024	0.06016	0.007524	0.02661	0.01004	0	0	0.01026	0.01293	0
0.6818	0.9461	0.8034	0.8541	0.8849	0.4312	0.4691	1.131	2.444	0.7383	0.5232	0.5579	1.006	0.4883	0.3434	1.259	1.217	0.8642
1.22	1.947	1.707	2.333	2.299	1.296	1.72	2.367	4.386	1.703	0.9247	1.078	2.394	0.8728	0.5253	0.9362	2.505	1.652
4.633	6.181	6.356	8.911	5.13	2.996	4.241	6.696	23.28	8.214	3.156	4.831	7.602	3.826	2.191	4.782	8.87	6.906
1.734	1.757	1.88	1.479	1.308	0.5247	0.7801	1.073	3.441	1.455	0.6179	1.093	1.665	0.8847	0.2808	0.5975	2.144	1.404
6.518	8.943	7.221	9.79	8.211	3.555	4.042	10.33	22.11	9.798	4.05	5.135	8.404	3.998	1.594	3.409	8.561	8.141
0	0	0	0.01754	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.225	1.568	1.475	1.358	1.324	0.8408	1.215	1.724	3.008	1.23	0.6438	0.9263	1.653	0.6989	0.4286	0.8333	1.772	1.593
0.2459	0.4302	0.5027	0.2552	0.1505	0.0501	0.1363	0.1314	0.7302	0.386	0.08046	0.1897	0.1074	0.03152	0	0.2195	0.3227	0.113
3.207	4.03	4.206	3.597	4.742	2.066	2.446	3.933	7.703	3.289	2.015	2.242	3.78	2.02	0.8049	2.786	4.311	2.928
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.923	6.409	8.062	5.9	6.671	6.342	2.923	7.985	10.7	4.785	2.685	3.697	6.247	2.705	2.979	3.348	8.242	7.863
0.9446	1.015	0.3232	0.6629	1.098	0.121	0.2493	0.2884	1.055	0.5932	0.212	0.4478	0.4244	0.2561	0.1419	0.546	0.6275	0.5126
0.07351	0.1608	0.1073	0.1017	0.07872	0	0.02037	0.05891	0.2547	0.08976	0.06415	0.02127	0.05351	0.0377	0.02147	0.0328	0	0.03377
0	0	0	0	0	0	0	0	0.03797	0	0.01674	0	0.06702	0	0	0	0	0.0235
0	0	0	0	0	0	0	0	0	0.1489	0.1862	0.08233	0	0	0	0	0	0
1.748	2.271	2.46	2.254	2.578	0.7773	1.409	1.783	3.698	1.165	1.11	1.625	2.407	1.141	0.6191	1.182	2.563	3.213
5.376	6.188	5.79	5.831	4.676	1.234	4.802	4.852	12.03	4.621	2.521	4.341	9.028	3.15	0.8618	1.282	5.294	9.131
6.916	8.655	11.2	13.69	8.16	5.165	6.112	12.45	35.5	16.48	4.164	6.302	9.687	4.601	2.549	6.266	11.72	10.28
0.7172	1.494	0.8466	0.9252	1.038	0.6546	0.4913	1.493	3.69	0.8601	0.5574	0.3632	0.7701	0.2529	0.3347	0.329	1.07	0.4806
5.314	6.452	7.118	6.466	6.574	2.913	3.495	6.143	14.01	5.067	3.138	4.03	7.257	3.982	1.552	3.04	5.841	7.213
5.461	7.443	6.239	5.355	6.73	4.187	3.478	6.626	11.51	5.053	2.923	3.405	6.274	2.785	1.358	3.501	6.687	7.32
0.5603	0.7664	1.125	0.7824	0.851	0.8532	0.367	1.143	1.649	0.9276	0.3734	0.5424	0.979	0.1881	0.2976	0.3364	0.9627	1.142
7.117	13.34	9.502	10.77	10.46	2.875	6.057	11.68	20.13	8.868	5.573	7.968	12.25	4.725	3.193	5.596	13.25	11.17
5.162	9.372	8.492	9.653	6.854	4.031	6.066	10.04	23.89	7.154	3.667	3.799	8.695	3.6	2.541	3.748	8.49	7.985
5.02	6.948	8.407	3.891	6.941	4.312	4.226	6.926	12.36	5.587	3.66	5.296	7.05	3.031	1.596	2.325	9.865	8.058
2.941	4.385	4.033	4.087	4.131	4.518	2.353	5.574	8.733	3.078	1.69	2.338	4.222	1.554	1.24	2.009	5.495	3.854
4.814	6.316	5.547	4.561	7.204	4.414	5.046	7.212	11.42	3.724	4.075	4.633	5.119	3.18	1.467	3.549	6.828	5.625
2.393	1.832	1.385	1.73	1.452	0.4441	1.042	2.466	5.648	1.879	0.9231	2.152	1.605	1.249	0.6992	1.106	2.644	1.924
7.523	4.227	4.571	6.326	4.385	1.98	2.191	4.576	14.68	7.069	2.552	8.358	4.557	2.027	1.893	6.47	6.425	6.005
1.01	1.583	0.9587	1.092	1.584	0.5917	0.863	1.686	2.25	0.6607	0.7437	1.145	1.25	0.9712	0.3197	0.3005	2.036	1.122
13.62	7.033	7.556	11.05	7.966	2.54	3.109	8.685	26.15	15.54	6.178	20.34	10.65	6.237	3.19	9.734	13.66	17.87
0	0.02128	0.02131	0.03366	0.007443	0	0	0.02599	0.01204	0.008487	0	0.02347	0	0.006238	0.004738	0.02171	0.009123	0.0149
8.037	10.49	10.59	10.48	11.16	7.391	6.32	14.26	16.17	7.621	5.485	6.242	10.59	6.13	3.833	6.684	13.41	10.92
5.21	4.695	4.572	5.887	4.108	1.927	2.649	4.702	13.79	5.912	3.047	3.504	5.809	2.69	1.001	2.172	4.894	5.866
7.185	6.132	5.659	9.197	5.875	2.092	3.404	7.29	18.1	8.392	3.069	4.905	6.472	2.525	1.842	5.869	7.754	7.82
0.02165	0.0442	0.006324	0.007491	0	0	0.008001	0.06942	0.02144	0.007555	0	0	0.006306	0.02776	0.008435	0	0.008121	0.01327
5.82	9.471	13.56	14.85	10.1	8.894	9.676	13.28	34.76	17.35	5.994	7.01	14.05	5.943	3.711	7.62	14.57	16.42
16.92	10.41	4.623	15.76	12.2	2.872	5.296	15.83	37.74	10.14	7.707	13.24	15.74	7.994	4.061	16.37	18.39	17.09
0.1253	0.2071	0.0732	0.159	0.08946	0.1958	0.03087	0.1339	0.2894	0.2915	0.1094	0.0967	0.1338	0.1392	0.04881	0.1118	0.1723	0.1152
0	0	0	0.07442	0	0.04383	0	0	0	0	0	0	0	0	0	0	0	0
4.731	3.828	3.627	3.846	4.379	1.904	1.901	4.297	6.088	3.879	2.296	3.103	2.755	1.638	1.428	3.202	4.524	4.094
4.556	1.624	2.408	2.409	1.85	1.038	0.5619	2.036	7.944	3.669	0.9674	5.076	3.746	1.316	0.778	2.322	2.24	6.207
0.5025	0.9249	0.7154	0.5758	0.711	0.2816	0.8122	0.755	1.399	0.3177	0.3563	0.5755	1.061	0.6039	0.1896	0.1588	0.789	1.039
0.2621	0.5502	0.2755	0.2584	0.3608	0.1442	0.3268	0.273	0.5448	0.1234	0.2058	0.1972	0.5266	0.2621	0.06891	0.1871	0.3243	0.3853
1.481	1.801	1.632	3.19	2.343	1.025	1.409	3.061	4.177	1.638	1.219	1.45	2.14	1.111	0.8382	1.571	3.008	1.798
31.45	49.65	41.32	38.93	48.23	35.99	40.26	59.7	58.65	28.01	28.17	31.77	48.11	28.19	15.1	30.09	63.69	43.91
0.5685	0.8999	0.7353	0.5338	0.7952	0.1489	0.12	0.9545	1.447	1.105	0.3366	0.6737	0.6149	0.3957	0.2372	0	1.279	0.5224
3.073	2.574	2.806	3.128	3.428	1.344	1.552	3.997	6.581	2.882	1.253	1.874	3.118	1.318	0.9461	2.279	3.524	2.889
0.6215	0.5158	0.4887	1.174	1.521	0.1169	0.4239	1.073	2.485	0.3002	0.5632	0.3597	1.016	0.3678	0.3445	0.4836	0.7709	0.9372
0	0.04862	0	0	0	0.09061	0.05134	0.0297	0.02751	0.01939	0	0	0	0.04276	0.01083	0	0.08338	0
7.333	7.696	7.318	10.63	6.936	3.516	3.616	8.618	28.35	10.92	3.358	7.302	10.02	4.028	2.3	7.1	10.23	10.93
3.009	3.31	5.043	1.607	2.869	2.197	1.401	2.552	5.119	7.966	2.285	2.663	2.667	2.506	0.6316	1.512	2.744	1.879
1.568	1.73	1.634	2.947	1.641	1.064	1.501	2.342	6.721	1.971	0.9875	1.64	2.372	0.7951	0.6178	0.9544	2.8	1.987
