GSM5824838	GSM5824839	GSM5824847	GSM5824852	GSM5824855	GSM5824858	GSM5824868	GSM5824878	GSM5824885	GSM5824894	GSM5824904	GSM5824932	GSM5824943	GSM5824955	GSM5824967	GSM5824970	GSM5824979	GSM5824984
0	0.05831	0.0584	0.06918	0.06119	0	0.2217	0	0	0	0.04363	0	0	0.1026	0	0	0	0
0	0.05161	0.02585	0.07654	0	0	0	0.04728	0.06571	0	0.02896	0.008537	0	0	0	0.0395	0.1494	0.01355
0.05007	0.219	0	0.2598	0.04596	0	0.1388	0.2408	0.5948	0.05241	0.2294	0	0	0.1156	0.05851	0	0.5633	0.04601
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08106	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.04316	0.3398	0.1513	0.1344	0	0.343	0.07176	0.2075	0.4486	0.09034	0.02825	0.04996	0.3393	0	0.2774	0	0.1457	0.1983
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5217	0.7987	0.6286	0.6092	0.7184	0.4385	0.2169	1.045	1.162	0.6826	0.3842	0.4529	0.8546	0.8027	0.3048	0.1746	0.7337	0.7791
49.88	79.8	88.54	71.76	69.88	50.35	48.48	86.14	129.6	68.27	37.41	45.53	76.62	38.73	26.34	41.36	91.96	65.87
0.204	0.4461	0.1787	0.9527	1.404	0.2494	0.05653	0.8174	0.7572	0.1067	0.8678	0.4722	0.6237	0.1569	0.298	1.183	0.6885	0.4686
0.04659	0.2038	0.4899	0.1451	0.4277	0.5127	0.1033	0.2987	0.2767	0.09753	0.183	0.2157	0.2035	0.2509	0.05445	0	0.3669	0.3853
20.62	44.11	40.86	37.45	43.63	29.83	27.31	42.36	74.12	23.32	16.25	18.32	46.39	17.58	20.49	27.88	47.73	39.69
3.866	5.132	6.51	5.093	6.946	6.704	4.148	6.547	11.03	4.936	2.979	3.824	7.784	3.079	2.323	2.937	6.878	5.895
0.1403	0.07366	0.123	0.3787	0.1932	0.02574	0.2645	0.3374	0.2292	0.3819	0.147	0.2031	0.2697	0.1835	0.1066	0.4009	0.2684	0.3998
28.45	23.99	24.39	42.55	30.49	18.31	21.22	33.46	86.02	36.44	15.34	25.59	31.34	17.41	13.63	31.09	45.11	33.9
135.3	121.1	119.3	150.3	139.5	73.42	75.11	151.1	221.7	101	75.8	97.78	139.6	75.68	74.11	134.7	170.4	130
4.155	3.814	4.989	4.844	6.545	2.665	3.326	7.235	7.236	2.953	2.182	3.325	5.915	1.973	2.458	4.578	5.309	5.939
2.739	2.522	3.284	4.189	4.234	1.498	2.157	4.852	4.281	1.961	2.548	2.336	3.148	1.22	2.527	3.989	5.028	2.782
2.538	2.96	2.725	3.46	4.431	2.707	1.145	3.31	5.209	2.552	1.759	3.01	2.869	1.55	1.265	3.109	4.815	4.024
184.6	97	100.6	204.1	137.9	90.27	94.88	130.1	245.4	198.7	81.93	144.3	155.2	77.99	96.45	268.4	218.3	175.4
17.35	21.98	23.46	19.67	23.58	21.33	14.97	24.56	32.36	18.73	10.42	13.43	23.51	9.371	11.25	16.77	28.69	22.09
22.7	18.01	41.52	51.43	22.11	33.25	27.71	50.7	57.14	36.3	13.89	24.73	40.07	11.97	31.4	35.19	42.39	52.17
35.74	52.58	45.46	82.46	52.39	37.29	37.62	54.73	143.2	57.37	28.04	30.54	51.23	32.44	38.65	82.2	85.44	41.08
2.549	2.429	2.088	3.355	3.823	1.469	1.746	3.521	5.662	2.299	1.573	2.219	3.422	1.164	1.429	2.275	4.849	3.656
0	0	0	0	0	0	0	0.08469	0	0	0	0	0	0	0	0	0	0
0.9218	1.93	1.875	1.469	2.025	1.899	1.192	1.601	3.161	1.252	0.8045	0.8575	1.879	0.7514	0.6284	0.8816	2.05	1.442
11.67	11.76	10.97	16.21	16.6	9.601	7.915	16.14	24.03	13.02	7.864	9.741	12.92	7.629	7.603	15.71	17	11.05
13.05	11.78	60.13	40.27	14.78	47.13	37.75	62.47	68.19	37.95	7.098	8.483	53.59	6.909	21.39	39.85	60.53	52.63
240.2	195.5	255.6	173.3	293.5	154.7	134.5	302.8	357.5	340.3	168.8	225	207	138.5	101.2	270.7	392	239.7
11.11	23.23	25.47	35.24	26.94	19.28	25.87	36.56	61.99	21.34	13.12	16.36	31.5	13.9	15.03	27.55	35.38	26.38
3.472	5.813	6.44	7.994	5.436	2.898	5.158	6.808	12.22	3.8	3.057	4.56	7.222	3.146	2.399	4.059	8.209	6.462
54.52	52.57	67.17	58.14	68.41	35.09	34.8	52.95	217.7	113.4	24.2	72.77	103.8	30.45	23.58	66.1	77.89	100.4
0.8801	2.146	1.854	2.701	1.444	0.8814	1.744	2.911	3.142	1.392	0.6863	1.03	2.29	0.8355	0.6674	2.407	3.708	2.151
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1196
0.6686	1.005	2.228	2.268	0.8904	0.996	1.639	1.555	2.699	1.962	0.4684	0.7903	3.028	0.3043	0.8969	1.093	1.568	3.115
20.94	22.14	20.63	37.9	24.97	14.73	22.25	29.96	80.27	31.79	12.11	25.14	34.4	16.21	13.42	34.81	38.13	32.05
1.288	0	5.642	0	4.729	0	0	4.128	7.649	1.348	1.686	0	0	0.9907	0	8.046	2.898	2.367
31.77	35.15	36.33	30.84	36.49	17.08	18.16	43.54	44.18	23.92	17.66	25.39	33.06	17.41	14.03	24.97	47.74	34.56
2.919	3.325	3.568	2.536	3.489	1.992	2.52	4.243	7.76	4.12	1.866	2.475	4.684	1.88	0.7932	0.8482	5.193	5.302
0.1021	0.04466	0.2236	0.106	0.09372	0	0	0.4091	0.0758	0	0.1336	0	0.0446	0	0	0	0.1149	0.09382
0.02239	0.1175	0.03924	0	0	0.1095	0	0.07179	0.03325	0.07032	0	0.02592	0.01956	0	0	0	0.05039	0.08232
0	0.05977	0.01995	0.1418	0.04181	0	0.1136	0.1095	0.372	0.09535	0.07453	0.0659	0.199	0.03504	0.03992	0.2033	0.1281	0.06278
1.341	2.444	2.312	2.973	2.034	1.449	2.3	2.76	4.966	1.669	1.053	1.103	2.737	1.422	0.6184	1.02	2.699	2.088
106.1	112.6	105.5	208.8	143.8	77.03	86.64	147.8	289.4	137.1	76.68	103.9	134.5	85.39	82.78	202.5	210.1	116.7
4.716	4.95	11.37	9.95	3.806	3.604	5.267	9.234	28.91	11.34	3.196	5.964	10.93	2.282	5.811	8.477	10.75	14.02
10.74	14.65	17.01	19.22	15.74	8.391	9.524	19.46	23.64	9.691	7.215	10.7	16.74	7.483	9.809	14.89	21.56	17.12
13.32	14.03	13.13	18.87	15.42	12.15	10.86	18.21	32.81	12.17	8.012	10.69	19.43	8.412	6.937	15.08	19.6	15.5
4.079	4.758	5.956	5.245	6.358	4.015	2.915	6.044	8.266	4.108	2.502	3.162	5.58	2.131	2.353	2.633	6.696	5.894
1.007	1.101	0.6616	0.7836	1.097	0.4231	0.4882	1.513	1.869	1.054	1.441	0.5463	1.484	0.8229	0.4412	0.8986	1.77	0.983
0.8203	0.867	0.9882	0.7094	1.851	0.6477	0.4546	1.863	2.131	0.5724	0.5592	0.633	0.6867	0.447	0.4992	0.8542	2.307	0.5025
4.496	3.236	1.455	6.62	3.212	0.8801	1.706	4.863	15.19	2.457	3.566	4.576	4.16	3.118	1.165	4.646	11.34	2.422
2.501	3.123	2.454	3.202	2.427	1.468	1.979	3.666	8.581	2.334	1.548	2.066	3.237	1.612	1.066	1.908	3.816	2.986
0.9764	1.674	1.882	2.027	1.721	0.573	0.4113	2.692	1.972	1.308	0.7157	1.13	1.74	0.7811	0.5249	0.244	1.933	1.938
0.3427	0.3373	0.2064	0.4557	0.3637	0.1702	0.2612	0.3776	0.7633	0.4259	0.2734	0.3843	0.3275	0.2471	0.1064	0.3154	0.6265	0.4527
4.748	5.108	5.028	6.774	5.416	1.89	2.845	5.83	12.72	5.837	1.984	2.912	5.914	2.098	1.216	1.984	5.251	4.939
0	0	0	0	0	0	0	0.1022	0.02366	0	0	0.03689	0	0	0	0	0	0
8.223	5.732	8.455	15.46	5.163	4.864	4.544	8.365	28.07	21.34	4.304	10.01	10.05	3.488	4.235	8.561	11.81	15.26
0.19	0.3416	0.2682	0.3176	0.3197	0.1677	0.09359	0.2706	0.4388	0.1326	0.1312	0.1588	0.3872	0.1461	0.09866	0.2261	0.3562	0.2328
4.312	7.448	6.204	5.641	6.067	4.046	5.186	7.828	13.45	3.653	2.77	2.769	6.948	3.132	1.617	2.336	6.251	5.585
0.3988	0.7675	1.118	0.8278	0.2928	0.4876	0.8399	1.023	1.421	0.167	0.261	0.277	0.6968	0.1841	0.0932	0	0.5384	0.8062
6.485	7.291	5.431	7.663	7.152	2.792	3.025	7.72	25.78	7.586	2.278	3.592	6.688	3.165	1.835	4.091	11.3	5.502
2295	1091	3163	1838	1488	1128	951	3050	4513	2527	530.6	1044	3154	428.5	711.9	1439	3327	4330
6.298	8.562	9.412	9.953	9.018	4.444	4.856	9.748	17.05	7.608	3.533	5.832	10.01	4.318	2.944	6.89	11.5	10.37
0.05089	0.1246	0.1694	0.1479	0.05605	0.06844	0.09025	0.261	0.2267	0.1065	0.1332	0.09425	0.1156	0.007829	0.02379	0	0.1145	0.1777
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.967	3.182	2.584	3.879	2.832	0.8349	1.541	3.692	8.112	3.879	1.471	2.271	3.189	1.375	0.8814	2.117	3.555	3.012
0.01922	0.04203	0.008419	0	0.00882	0.01762	0.0213	0.0154	0.02853	0.02011	0.01258	0.01112	0.03358	0.01478	0	0	0.02162	0.05298
16.36	13.66	13.88	18.34	16.93	7.72	8.41	16.45	44.03	21.02	7.357	9.385	14.86	6.027	4.356	11.67	15.79	16.07
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.01103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.554	3.011	4.004	3.396	5.8	1.276	2.408	6.511	7.372	3.366	2.068	2.743	3.352	1.606	1.022	1.662	4.697	3.37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.003391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01774	0.03105	0.04664	0	0	0	0	0.1422	0.07905	0	0.02323	0	0.031	0.01365	0.02074	0	0.01996	0.01631
7.965	10.6	10.94	12.85	9.882	5.348	6.394	11.53	35.44	10.21	5.14	6.187	10.82	5.821	2.865	7.331	12.08	8.76
0.7998	0.8579	1.301	1.324	1.04	0.681	0.7335	1.236	3.181	1.246	0.4985	0.6282	1.397	0.4907	0.2114	0.7989	0.9427	1.304
1.714	1.936	2.969	2.665	2.453	1.156	1.204	2.58	4.207	3.344	1.185	1.574	2.236	1.139	0.7571	1.264	1.947	2.463
5.589	6.596	8.177	6.997	7.882	3.872	3.874	8.815	10.25	6.072	3.391	3.645	7.812	3.426	2.218	4.228	9.042	8.771
1.17	1.5	1.643	0.8315	1.75	1.166	1.101	1.541	2.665	1.191	0.9333	1.057	1.75	0.4561	0.3745	0.4863	1.388	1.62
29.28	17.96	13.01	35.37	19.68	6.41	9.765	20.81	67.83	43.24	11.12	21.81	21.05	13.49	9.524	27.15	29.48	29.99
1.567	2.519	2.078	2.747	1.924	1.191	1.373	2.24	3.962	1.751	1.123	1.753	2.775	1.287	0.6681	1.191	2.93	2.394
3.523	4.92	6.994	5.395	4.954	5.418	3.637	6.648	9.406	5.411	2.045	3.206	5.683	2.36	1.527	1.75	5.976	7.022
4.104	3.528	5.332	3.158	5.651	3.807	2.314	5.557	6.199	3.259	1.667	3.235	4.451	1.47	1.199	2.147	6.209	2.861
37.56	27.76	102.9	76.01	30.77	23.92	27.42	53.64	102.9	90.94	19.71	41.47	87.68	19.38	30.75	55.6	75.97	173.5
5.325	7.616	9.681	8.921	5.862	8.807	6.001	9.208	17.52	9.667	3.052	4.732	10.91	3.417	2.75	3.945	8.005	11.07
5.585	6.836	6.409	6.229	6.944	4.726	4.585	8.083	20.27	8.986	2.823	3.546	6.426	2.581	1.583	3.534	6.025	6.415
17.15	21.8	24.75	24.18	25.54	14.72	11.76	26.13	37.22	19.57	11.62	14.91	24.16	11.71	11.41	20.48	30.63	24.88
3.884	3.677	3.154	6.395	3.732	1.379	1.913	4.126	10.27	5.198	1.819	3.243	3.821	2.427	1.111	3.619	4.78	4.553
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3957	1.113	1.368	1.254	0.8639	0.3857	0.9247	0.9257	3.621	1.03	0.49	0.6437	1.289	0.6335	0.4062	0.63	1.456	1.12
0.03107	0.01359	0.01361	0.06449	0.00713	0	0	0	0.02307	0.0813	0	0.04496	0	0	0.01815	0.01387	0.01748	0.07852
0	0	0	0	0	0	0.06449	0	0.0576	0.0203	0	0	0	0	0	0	0	0
3.175	4.439	4.29	4.496	4.385	1.741	1.842	5.279	9.076	3.727	1.981	3.194	5.133	1.94	1.127	2.834	5.208	5.099
0.7419	1.809	1.517	1.4	1.259	0.5085	0.9096	1.838	3.939	1.718	0.7063	0.8848	1.434	0.5707	0.197	0.5218	1.771	1.219
14.94	12.52	16.75	21.18	16.48	8.067	6.672	19.66	41.71	21.59	7.806	11.55	13.75	8.564	5.696	17.02	22.4	15.96
13.7	11.71	10.45	16.12	9.37	3.957	5.599	11.15	31.14	18.3	4.216	7.702	11.48	4.874	2.509	7.613	13.73	13.12
25.22	18.11	13.48	35.75	24.66	9.838	11.58	24.7	51.42	37.99	12.5	18.77	25.93	11.81	17.52	32.82	28.13	45.33
0	0.07794	0	0	0	0	0	0.0357	0	0	0	0.01289	0.03892	0	0	0	0	0
4.225	6.478	6.489	7.686	6.941	4.5	4.733	8.234	13.8	5.633	2.533	3.643	7.092	2.121	2.703	5.241	8.307	5.865
0	0.04378	0	0	0	0	0	0	0.1982	0.05238	0.1092	0	0.08744	0.01283	0	0	0.0563	0.06132
0.8308	1.35	1.638	1.417	1.226	1.651	0.3289	2.188	3.349	1.087	0.5244	1.151	1.711	0.525	0.4855	1.006	1.035	1.936
17.07	16.92	16.97	17.98	22.31	11.08	10.4	23.72	24.8	15.46	13.74	16.01	17.84	11.62	9.06	18.15	25.37	16.6
291.8	251.3	209.1	348.9	324	235.7	170.7	333.8	657.6	355.8	177.8	242.2	287.1	180.9	197.3	401.9	436.1	286.3
11.25	11.42	20.15	31.32	13.83	10.77	7.683	18.75	39.48	26.87	7.504	10.64	14.93	8.348	9.827	24.04	19.61	17.68
2.553	3.844	5.243	4.43	4.456	2.558	1.995	5.232	7.581	3.022	1.753	2.616	4.533	2.06	1.149	2.465	5.744	3.961
0.5999	1.323	1.371	2.328	2.53	0.6484	1.523	2.522	3.821	0.7826	1.366	0.9963	2.256	0.9363	0.8687	0.9545	2.054	1.382
0.9632	1.352	1.923	0.8136	1.439	1.041	0.7945	1.939	2.129	0.8674	0.5424	0.9464	1.546	0.5514	0.6413	0.7797	2.167	1.4
20.99	23.1	21.09	34.47	25.98	11.1	15.58	29.6	65.55	28.97	14.04	21.26	29.6	15.91	12.99	29.51	35.91	30.28
1.889	2.879	3.043	3.415	1.902	0.596	2.06	3.418	5.248	2.934	1.476	1.552	1.757	1.453	1.246	0.8703	3.702	2.24
27.46	27.24	29.26	28.86	27.43	12.73	12.12	30.58	44.04	25.25	11.74	19.33	26.61	13.86	7.798	13.26	32.37	29.72
18.26	19.78	18.55	27.24	21.4	13.27	11.35	24.76	51.39	21.09	8.258	12.59	20.76	9.804	9.566	17.35	25	23.97
41.2	47.31	57.09	52.38	48.51	31.27	27.28	61.33	73.85	48.27	27.67	39.55	61.17	24.56	24.83	44.14	67.97	61.91
0.5996	0.7629	2.69	0.7165	0.517	3.532	2.306	3.582	5.854	4.678	0.6421	1.062	2.46	0.6709	0.7962	0.6811	4.252	1.469
27.52	32.59	42.58	17.77	38.4	51.55	16.76	22.79	90.31	117.3	6.47	21.1	59.35	6.602	7.207	14.6	28.26	76.04
29.01	47.79	53.29	22.39	35.82	56.55	33.04	28.36	240.4	206.6	7.692	34.07	79.88	9.209	7.131	19.4	29.76	95.37
13.15	32.58	40.95	22.16	27.24	51.02	35.21	26.24	133.5	108.4	8.408	17.49	62.51	8.897	7.847	14.07	26.87	73.43
0.3035	0.6196	0.4987	0.6038	0.6385	0.1778	0.5678	0.7095	0.4883	0.06619	0.24	0.2415	0.5966	0.1167	0.1035	0.2258	0.5265	0.3835
0.1204	0.1579	0.1055	0.3123	0.4419	0	0.2335	0.6752	0.3574	0.2519	0.1182	0.1045	0.2629	0.1389	0.03516	0	0.3385	0.4424
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.02992	0	0	0.01166	0	0	0	0	0	0
9.513	11.64	8.985	22.17	11.58	6.716	9.926	15.85	49.67	14.56	6.938	9.097	14.47	7.865	4.445	12.71	14.23	13.59
0.03094	0.1353	0.2982	0.594	0.639	0.1135	0.4201	1.14	1.631	0.1457	0.2227	0.1074	0.3514	0.1785	0.4248	0.5523	0.6961	0.2132
1.008	2.21	2.102	2.682	2.234	1.771	1.452	3.028	5.077	1.929	0.9406	0.8586	2.501	1.043	1.246	1.769	2.973	1.938
3.395	2.597	2.545	3.302	3.764	2.154	1.87	3.354	6.5	3.263	1.649	2.694	3.489	1.314	1.285	2.383	3.988	3.709
12.2	12.96	14.98	15.33	14.44	9.203	8.499	13.38	25.99	13.19	7.252	11.83	14.31	6.825	6.708	11.54	16.57	13.32
0.1366	0.08764	0.1117	0.104	0.1672	0	0.06057	0.219	0.311	0.1621	0.05961	0.1054	0.1114	0.1261	0.1064	0.3333	0.1742	0.159
27.2	26.27	22.29	35.96	31.51	18.71	12.66	33.68	49.41	26.86	14.65	19.7	27.23	16.64	16.48	34.81	37.41	25.76
91.85	88.17	71.42	135.7	104.7	68.5	65.85	121.5	238.5	119.8	53.45	80.04	96.78	57.24	66.28	150.1	149.5	95.9
0.07493	0.3059	0.1751	0.05184	0.3439	0.01527	0.1661	0.5204	0.2225	0.1307	0.04904	0.07228	0.1746	0.1345	0.1313	0.3344	0.1124	0.2754
0	0	0	0	0	0	0	0	0	0	0	0.2029	0	0	0	0	0	0.1611
0	0	0	0	0	0.02171	0	0	0	0	0	0	0.01551	0	0	0	0	0.01632
93.3	73.71	152.3	91.99	72.35	83.77	71.06	91.92	125.6	171.8	106.3	119.6	91.62	106	58.9	91.93	96.23	109.3
0	0	0	0	0	0.0386	0	0	0	0.03305	0	0	0	0	0.009224	0	0	0.01451
4.739	7.391	8.607	8.948	7.517	4.969	4.946	8.677	17.22	7.015	3.662	4.955	8.605	3.752	3.441	4.824	8.99	8.71
3.286	5.748	6.689	6.017	5.544	3.456	1.526	5.576	9.398	4.905	3.415	3.719	6.965	3.419	3.698	3.105	7.393	6.616
0.1538	0.2115	0.2503	0.1368	0.2219	0.09404	0.1096	0.1761	0.1958	0.046	0.07192	0.05088	0.192	0.03381	0.0642	0.07846	0.1978	0.2221
8.261	11.51	15.06	13.5	11.75	7.451	6.388	11.52	20.52	12.01	5.307	11.69	15.15	6.59	5.9	8.057	18.07	21.46
23.25	17.68	17.99	32.35	25.81	11.27	13.08	27.18	52.44	34.45	14.59	23.31	26.97	14.33	13.88	31.39	33.46	31.02
9.034	13.23	10.9	20.37	13.84	7.651	11.32	17.14	36.34	15.9	6.492	9.375	14.73	7.544	8.176	16.08	16.95	12.38
0.7192	1.359	1.418	2.053	1.438	0.6124	1.146	1.708	3.013	1.156	0.5632	1.375	1.963	0.6224	0.5403	1.318	1.82	1.853
4.462	8.89	7.312	8.181	7.615	2.919	4.707	10.01	11.14	3.286	3.342	4.179	7.131	4.385	2.539	3.791	10.26	5.679
0.1378	0.2239	0.1811	0.5414	0.1536	0.06619	0.06001	0.07888	0.2192	0.2266	0.06442	0.1424	0.172	0.07572	0.1208	0.1406	0.2215	0.3889
1.98	3.813	3.015	3.422	3.433	1.339	2.103	3.653	7.442	2.246	1.528	2.132	3.779	2.085	0.9567	1.333	4.394	3.619
9.161	8.151	6.009	7.28	17.83	7.585	2.756	7.384	10.96	5.589	6.613	7.15	9.97	4.027	3.793	4.065	8.069	9.14
3.787	3.609	3.777	5.018	5.199	2.212	2.455	4.905	6.979	3.928	2.445	3.748	5.273	2.094	1.956	4.572	6.277	4.645
1017	779.6	742.8	840.4	1194	730.3	455	918.1	1571	875.9	486	702.4	807.5	465	412.1	882	1364	879.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0195	0	0	0	0	0	0	0	0	0	0	0.01948	0	0	0	0.02508	0
1.706	2.958	2.363	2.656	2.543	1.294	1.944	2.971	6.225	1.698	1.675	1.652	3.497	1.353	0.4431	1.589	3.721	3.204
14.45	16.07	19.78	13.91	19.56	14.5	11.19	21.82	24.99	13.08	8.887	11.18	17.98	7.538	5.398	10.71	21.1	18.62
2.599	3.516	2.676	6.701	3.787	1.507	1.856	5.024	6.405	1.963	1.526	2.496	2.481	1.463	2.88	4.352	5.637	2.61
19.46	23.89	19.2	43.58	28.42	11.89	13.47	33.17	63.85	27.58	16.19	20.48	22.93	18.95	21.08	51.8	43.9	18.31
0.05606	0.04904	0	0	0.07718	0.0514	0.03107	0.04492	0.1249	0	0.07338	0	0.07346	0	0	0	0	0.07727
2.03	3.471	3.201	4.15	3.307	1.75	2.677	3.953	7.55	2.486	1.86	2.214	4.096	1.718	1.654	2.609	4.476	3.525
6.457	9.781	9.121	10.39	10.09	4.614	5.467	11.43	18.89	8.275	4.275	5.927	10.15	4.808	3.871	7.645	12.66	7.819
0.3507	0.8054	0.6723	0.6598	0.6842	0.5896	0.729	1.405	2.213	0.5507	0.3443	0.4948	0.7469	0.3373	0.269	0.3522	0.8632	0.4633
0.5293	0.876	0.8085	0.4825	0.6238	0.1968	0.2537	0.7567	1.115	0.5091	0.2669	0.2815	0.6749	0.2256	0.1546	0.3001	0.6518	0.5916
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.648	3.419	2.744	3.719	3.375	1.723	1.907	3.458	7.609	3.981	1.412	2.029	3.587	1.372	0.7944	1.592	4.13	2.757
16.53	14.9	18.61	17.96	19.35	11.31	9.014	22.3	26.84	16.7	8.652	12.38	20.27	8.153	6.846	18.03	22.5	18.45
0.03882	0.01698	0.1701	0.02014	0.07127	0	0.1076	0.03111	0.08647	0	0.05082	0.02247	0.03391	0.08959	0	0	0.1529	0.01784
0.04503	0.03939	0	0	0.1653	0	0	0	0	0	0	0	0	0	0	0	0.05066	0
0.3786	0.7518	0.5055	0.6486	0.6344	0.2461	0.5329	0.4334	1.633	0.2705	0.3147	0.2713	0.672	0.2866	0.1053	0.2253	0.5003	0.6296
0.4602	1.154	1.371	0.9553	1.183	0.1688	0.2041	1.131	1.458	0.3854	0.3615	0.3196	1.099	0.3304	0.2868	0.3286	1.139	1.241
10.6	8.958	7.636	11.12	9.015	3.322	4.767	9.2	20.98	10.32	4.094	6.699	10.45	4.269	3.265	8.476	10.25	10.71
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.01987	0.06951	0	0.03093	0.01824	0	0	0	0.01475	0	0.013	0	0	0	0.04643	0	0.01117	0.02738
5.498	5.26	4.336	6.107	4.988	1.637	2.814	5.517	13.53	6.084	2.585	4.918	6.868	2.736	1.239	4.36	7.286	5.578
3.205	4.353	5.658	6.827	4.236	2.423	3.786	6.507	14.47	6.267	2.468	3.11	5.884	2.271	1.626	3.366	5.882	5.569
0.1651	0.08024	0.04822	0.05712	0.03368	0	0	0.08821	0.2996	0.1728	0.04803	0.05309	0.09616	0	0.03216	0.03275	0.08255	0.118
0.04328	0.06311	0.06321	0.1048	0.09271	0	0.09995	0.1041	0.15	0.03775	0.06138	0.1461	0.1323	0.07769	0.00843	0	0.04869	0.1458
0	0	0.02917	0	0	0.02035	0	0	0	0	0	0	0	0.02561	0	0	0.03746	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.2592	0.08374	0	0.1315	0	0.04311	0.1598	0.4223	0.07042	0.0467	0.1175	0.1241	0	0	0.09078	0.04943
0.8547	1.406	0.7789	0.8516	1.632	0.7524	0.6064	1.26	1.726	0.8946	0.5371	0.6134	1.404	0.4208	0.3995	0.5493	1.308	0.6912
0.1625	0.2085	0.1613	0.1911	0.179	0.08608	0.06003	0.3472	0.386	0.1701	0.1134	0.2445	0.3123	0.1416	0.0443	0.01934	0.2315	0.1593
3.215	3.913	6.246	4.279	4.747	2.435	2.828	3.249	6.019	3.95	1.784	2.67	5.251	1.237	1.674	3.306	5.425	5.395
3.678	6.487	5.864	6.132	6.364	4.755	5.58	7.827	10.12	4.796	2.644	4.746	7.216	3.061	1.656	1.991	9.767	9.252
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.09061	0.07926	0.1588	0.1411	0	0	0.2009	0	0	0	0.0593	0.07866	0.03958	0	0.02647	0	0.1019	0.1249
2.454	4.667	4.46	4.952	3.746	2.711	5.002	4.866	10.27	3.672	1.832	2.251	5.423	2.216	1.227	2.418	4.959	3.976
1.188	1.769	2.636	1.285	1.485	1.035	1.135	0.9319	2.252	1.085	0.8768	0.7754	1.877	0.7389	0.5465	0.5641	1.934	1.672
23.61	29.57	29.07	38.64	29.12	17.12	16.64	35.89	85.73	41.29	13.99	20.73	39.6	14.75	10.94	19.93	33.33	37.7
2.53	2.481	2.519	2.267	2.744	1.617	1.275	3.01	5.179	2.567	0.9031	2.13	2.344	0.7371	0.4927	1.3	1.984	2.113
1.089	1.819	0.976	1.503	1.511	0.2875	0.6311	1.17	3.032	0.8679	0.7128	0.8023	1.719	0.7617	0.5134	1.646	2.144	1.456
3.444	4.957	5.808	2.575	6.595	2.785	3.161	4.808	5.059	3.837	2.424	3.237	6.471	3.077	1.255	1.686	3.417	4.56
1.325	3.308	2.591	3.165	2.425	1.348	2.712	3.402	7.789	2.202	1.31	1.303	3.449	1.005	0.509	1.448	2.815	3.364
0.03218	0	0.141	0.1336	0	0.09838	0	0	0.09558	0.1011	0.02106	0.05588	0	0.04952	0	0.1724	0.07242	0
1.475	2.278	4.159	2.864	2.135	2.828	1.352	2.629	5.773	2.716	2.21	2.21	2.131	2.11	1.318	2.332	2.802	1.802
0.48	0.6065	0.9813	0.941	0.5875	0.5217	0.4582	0.8121	1.544	0.5024	0.2793	0.6173	1.002	0.4923	0.5142	0.8331	1.02	1.201
1.998	3.329	3.836	4.933	3.352	2.394	3.897	4.498	11.87	3.945	1.683	2.219	4.82	2.131	1.661	3.364	4.033	4.348
0.742	1.696	1.709	2.372	1.274	1.01	1.472	2.743	3.518	1.152	0.6423	0.7342	1.809	0.6904	0.4405	0.6516	1.952	1.254
7.292	7.119	9.726	9.223	9.771	3.502	3.067	8.557	12.18	6.235	3.345	5.652	7.963	4.157	3.823	4.794	9.852	10.32
0	0	0	0	0	0	0	0	0.05271	0.01858	0	0	0	0	0	0	0.01997	0
6.471	6.913	8.726	10.82	6.625	4.806	5.128	8.627	19.67	10.17	3.668	5.775	7.961	3.955	2.156	4.858	8.233	11.17
4.751	4.28	7.083	3.091	4.123	2.962	3.236	4.319	9.372	7.249	2.058	4.337	6.071	2.309	0.6906	1.16	5.638	8.102
3.518	3.456	3.513	4.974	3.38	1.536	3.181	4.44	12.06	4.82	2.287	3.443	5.198	2.32	1.079	2.139	4.945	5.167
